i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,3.38,,,,,,,,,,,,,,,,,,
2,3.38,5.05,,,,,,,,,,,,,,,,,
3,3.38,5.05,6.56,,,,,,,,,,,,,,,,
4,3.38,5.05,6.56,7.99,,,,,,,,,,,,,,,
5,3.38,5.05,6.56,7.99,9.37,,,,,,,,,,,,,,
6,3.38,5.05,6.56,7.99,9.37,10.71,,,,,,,,,,,,,
7,3.38,5.05,6.56,7.99,9.37,10.71,12.03,,,,,,,,,,,,
8,3.38,5.05,6.56,7.99,9.37,10.71,12.03,13.32,,,,,,,,,,,
9,3.38,5.05,6.56,7.99,9.37,10.71,12.03,13.32,14.59,,,,,,,,,,
10,3.38,5.05,6.56,7.99,9.37,10.71,12.03,13.32,14.59,15.85,,,,,,,,,
11,3.38,5.05,6.56,7.99,9.37,10.71,12.03,13.32,14.59,15.85,17.10,,,,,,,,
12,3.38,5.05,6.56,7.99,9.37,10.71,12.03,13.32,14.59,15.85,17.10,18.33,,,,,,,
13,3.38,5.05,6.56,7.99,9.37,10.71,12.03,13.32,14.59,15.85,17.10,18.33,19.55,,,,,,
14,3.38,5.05,6.56,7.99,9.37,10.71,12.03,13.32,14.59,15.85,17.10,18.33,19.55,20.77,,,,,
15,3.38,5.05,6.56,7.99,9.37,10.71,12.03,13.32,14.59,15.85,17.10,18.33,19.55,20.77,21.98,,,,
16,3.38,5.05,6.56,7.99,9.37,10.71,12.03,13.32,14.59,15.85,17.10,18.33,19.55,20.77,21.98,23.18,,,
17,3.38,5.05,6.56,7.99,9.37,10.71,12.03,13.32,14.59,15.85,17.10,18.33,19.55,20.77,21.98,23.18,24.37,,
18,3.39,5.06,6.57,8.00,9.38,10.72,12.03,13.32,14.60,15.85,17.10,18.33,19.56,20.77,21.98,23.18,24.38,25.57,
19,3.36,4.96,6.44,7.85,9.21,10.54,11.85,13.13,14.40,15.65,16.89,18.12,19.33,20.55,21.75,22.95,24.14,25.32,26.50
