i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,1.77,,,,,,,,,,,,,,,,,,,
2,1.68,2.29,,,,,,,,,,,,,,,,,,
3,1.59,2.19,3.12,,,,,,,,,,,,,,,,,
4,1.49,2.10,3.03,3.95,,,,,,,,,,,,,,,,
5,1.40,2.01,2.93,3.85,4.77,,,,,,,,,,,,,,,
6,1.31,1.91,2.84,3.76,4.68,5.60,,,,,,,,,,,,,,
7,1.21,1.82,2.75,3.67,4.59,5.50,6.42,,,,,,,,,,,,,
8,1.12,1.73,2.65,3.57,4.49,5.41,6.33,7.24,,,,,,,,,,,,
9,1.03,1.63,2.56,3.48,4.40,5.32,6.23,7.15,8.06,,,,,,,,,,,
10,0.93,1.54,2.47,3.39,4.31,5.22,6.14,7.05,7.97,8.88,,,,,,,,,,
11,0.84,1.45,2.37,3.29,4.21,5.13,6.04,6.96,7.87,8.79,9.70,,,,,,,,,
12,0.74,1.35,2.28,3.20,4.12,5.04,5.95,6.87,7.78,8.69,9.61,10.53,,,,,,,,
13,0.65,1.26,2.18,3.11,4.03,4.94,5.86,6.77,7.69,8.60,9.51,10.43,11.49,,,,,,,
14,0.56,1.17,2.09,3.01,3.93,4.85,5.76,6.68,7.59,8.51,9.42,10.34,11.39,12.39,,,,,,
15,0.46,1.07,2.00,2.92,3.84,4.76,5.67,6.59,7.50,8.41,9.32,10.25,11.30,12.30,13.30,,,,,
16,0.37,0.98,1.90,2.83,3.74,4.66,5.58,6.49,7.41,8.32,9.23,10.15,11.21,12.21,13.19,-26.57,,,,
17,0.28,0.88,1.81,2.73,3.65,4.57,5.48,6.40,7.31,8.22,9.14,10.06,11.11,12.12,13.08,-19.65,-1565.51,,,
18,0.18,0.79,1.72,2.64,3.56,4.47,5.39,6.30,7.22,8.13,9.04,9.97,11.02,12.02,12.97,-12.72,-1232.76,-22687.28,,
19,0.09,0.70,1.62,2.54,3.46,4.38,5.30,6.21,7.12,8.04,8.95,9.87,10.93,11.89,12.85,-0.50,-651.97,-12193.61,-1108695.98,
20,0.00,0.57,1.47,2.37,3.27,4.17,5.07,5.97,6.87,7.77,8.67,9.57,10.47,11.37,12.27,13.17,14.07,14.97,15.87,16.77
