i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2.64,,,,,,,,,,,,,,,,,,,
2,2.50,3.03,,,,,,,,,,,,,,,,,,
3,2.36,2.89,3.83,,,,,,,,,,,,,,,,,
4,2.22,2.75,3.69,4.62,,,,,,,,,,,,,,,,
5,2.08,2.61,3.55,4.48,5.41,,,,,,,,,,,,,,,
6,1.94,2.47,3.41,4.34,5.27,6.19,,,,,,,,,,,,,,
7,1.80,2.33,3.27,4.20,5.13,6.05,6.98,,,,,,,,,,,,,
8,1.66,2.19,3.13,4.06,4.99,5.91,6.84,7.76,,,,,,,,,,,,
9,1.52,2.05,2.99,3.92,4.85,5.77,6.70,7.62,8.54,,,,,,,,,,,
10,1.38,1.91,2.85,3.78,4.71,5.63,6.56,7.48,8.40,9.32,,,,,,,,,,
11,1.24,1.77,2.71,3.64,4.57,5.49,6.42,7.34,8.26,9.18,10.09,,,,,,,,,
12,1.10,1.63,2.57,3.50,4.43,5.35,6.28,7.20,8.12,9.04,9.95,10.87,,,,,,,,
13,0.96,1.49,2.43,3.36,4.29,5.21,6.14,7.06,7.98,8.90,9.81,10.73,11.65,,,,,,,
14,0.82,1.35,2.29,3.22,4.15,5.07,6.00,6.92,7.84,8.76,9.67,10.59,11.51,12.42,,,,,,
15,0.67,1.21,2.15,3.08,4.01,4.93,5.86,6.78,7.70,8.62,9.53,10.45,11.37,12.28,13.20,,,,,
16,0.53,1.07,2.01,2.94,3.87,4.79,5.72,6.64,7.56,8.48,9.39,10.31,11.23,12.14,13.06,13.97,,,,
17,0.39,0.93,1.87,2.80,3.73,4.65,5.58,6.50,7.42,8.34,9.25,10.17,11.09,12.00,12.92,13.83,14.75,,,
18,0.25,0.79,1.73,2.66,3.59,4.51,5.44,6.36,7.28,8.20,9.11,10.03,10.95,11.86,12.78,13.69,14.61,15.52,,
19,0.11,0.65,1.59,2.52,3.45,4.37,5.29,6.21,7.13,8.05,8.97,9.89,10.80,11.72,12.63,13.55,14.46,15.38,16.29,
20,0.00,0.48,1.38,2.28,3.18,4.08,4.98,5.88,6.78,7.68,8.58,9.48,10.38,11.28,12.18,13.08,13.98,14.88,15.78,16.68
