i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.74,,,,,,,,,,,,,,,,,,
2,1.74,3.13,,,,,,,,,,,,,,,,,
3,1.74,3.13,4.42,,,,,,,,,,,,,,,,
4,1.74,3.13,4.42,5.67,,,,,,,,,,,,,,,
5,1.74,3.13,4.42,5.67,6.88,,,,,,,,,,,,,,
6,1.74,3.13,4.42,5.67,6.88,8.07,,,,,,,,,,,,,
7,1.74,3.13,4.42,5.67,6.88,8.07,9.24,,,,,,,,,,,,
8,1.74,3.13,4.42,5.67,6.88,8.07,9.24,10.40,,,,,,,,,,,
9,1.74,3.13,4.42,5.67,6.88,8.07,9.24,10.40,11.56,,,,,,,,,,
10,1.74,3.13,4.42,5.67,6.88,8.07,9.24,10.40,11.56,12.71,,,,,,,,,
11,1.74,3.13,4.42,5.67,6.88,8.07,9.24,10.40,11.56,12.71,13.85,,,,,,,,
12,1.74,3.13,4.42,5.67,6.88,8.07,9.24,10.40,11.56,12.71,13.85,14.97,,,,,,,
13,1.74,3.13,4.42,5.67,6.88,8.07,9.24,10.40,11.56,12.71,13.85,14.97,16.10,,,,,,
14,1.74,3.13,4.42,5.67,6.88,8.07,9.24,10.40,11.56,12.71,13.85,14.97,16.10,17.22,,,,,
15,1.74,3.13,4.42,5.67,6.88,8.07,9.24,10.40,11.56,12.71,13.85,14.97,16.10,17.22,18.34,,,,
16,1.74,3.13,4.42,5.67,6.88,8.07,9.24,10.40,11.56,12.71,13.85,14.97,16.10,17.22,18.34,19.45,,,
17,1.74,3.13,4.42,5.67,6.88,8.07,9.24,10.40,11.56,12.71,13.85,14.97,16.10,17.22,18.34,19.45,20.56,,
18,1.74,3.13,4.42,5.67,6.88,8.06,9.24,10.40,11.56,12.71,13.84,14.97,16.10,17.22,18.34,19.45,20.56,21.68,
19,1.70,3.09,4.37,5.61,6.82,8.01,9.19,10.35,11.49,12.63,13.77,14.90,16.02,17.14,18.26,19.37,20.48,21.59,22.69
