i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.50,,,,,,,,,,,,,,,,,,
2,1.50,2.83,,,,,,,,,,,,,,,,,
3,1.50,2.83,4.08,,,,,,,,,,,,,,,,
4,1.50,2.83,4.08,5.29,,,,,,,,,,,,,,,
5,1.50,2.83,4.08,5.29,6.48,,,,,,,,,,,,,,
6,1.50,2.83,4.08,5.29,6.48,7.64,,,,,,,,,,,,,
7,1.50,2.83,4.08,5.29,6.48,7.64,8.79,,,,,,,,,,,,
8,1.50,2.83,4.08,5.29,6.48,7.64,8.79,9.93,,,,,,,,,,,
9,1.50,2.83,4.08,5.29,6.48,7.64,8.79,9.93,11.06,,,,,,,,,,
10,1.50,2.83,4.08,5.29,6.48,7.64,8.79,9.93,11.06,12.19,,,,,,,,,
11,1.50,2.83,4.08,5.29,6.48,7.64,8.79,9.93,11.06,12.19,13.30,,,,,,,,
12,1.50,2.83,4.08,5.29,6.48,7.64,8.79,9.93,11.06,12.19,13.30,14.42,,,,,,,
13,1.50,2.83,4.08,5.29,6.48,7.64,8.79,9.93,11.06,12.19,13.30,14.42,15.53,,,,,,
14,1.50,2.83,4.08,5.29,6.48,7.64,8.79,9.93,11.06,12.19,13.30,14.42,15.53,16.64,,,,,
15,1.50,2.83,4.08,5.29,6.48,7.64,8.79,9.93,11.06,12.19,13.30,14.42,15.53,16.64,17.73,,,,
16,1.50,2.83,4.08,5.29,6.48,7.64,8.79,9.93,11.06,12.19,13.30,14.42,15.53,16.64,17.73,18.84,,,
17,1.50,2.83,4.08,5.29,6.48,7.64,8.79,9.93,11.06,12.19,13.30,14.42,15.53,16.64,17.73,18.83,20.01,,
18,1.50,2.83,4.08,5.29,6.48,7.64,8.79,9.93,11.06,12.19,13.30,14.42,15.53,16.63,17.73,18.83,19.98,21.29,
19,1.47,2.80,4.05,5.25,6.43,7.59,8.74,9.88,11.01,12.13,13.25,14.36,15.47,16.57,17.67,18.77,19.95,21.26,22.69
