i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.83,,,,,,,,,,,,,,,,,,,
2,5.52,6.59,,,,,,,,,,,,,,,,,,
3,5.22,6.28,7.26,,,,,,,,,,,,,,,,,
4,4.91,5.98,6.96,7.92,,,,,,,,,,,,,,,,
5,4.60,5.67,6.65,7.61,8.57,,,,,,,,,,,,,,,
6,4.30,5.36,6.34,7.31,8.26,9.21,,,,,,,,,,,,,,
7,3.99,5.06,6.03,7.00,7.95,8.90,9.85,,,,,,,,,,,,,
8,3.68,4.75,5.73,6.69,7.65,8.60,9.54,10.48,,,,,,,,,,,,
9,3.38,4.44,5.42,6.38,7.34,8.29,9.24,10.18,11.12,,,,,,,,,,,
10,3.07,4.14,5.11,6.08,7.03,7.98,8.93,9.87,10.81,11.75,,,,,,,,,,
11,2.76,3.83,4.81,5.77,6.73,7.68,8.62,9.56,10.50,11.44,12.37,,,,,,,,,
12,2.45,3.52,4.50,5.46,6.42,7.37,8.31,9.26,10.20,11.13,12.07,13.00,,,,,,,,
13,2.15,3.21,4.19,5.16,6.11,7.06,8.01,8.95,9.89,10.82,11.76,12.69,13.62,,,,,,,
14,1.84,2.91,3.89,4.85,5.81,6.76,7.70,8.64,9.58,10.52,11.45,12.39,13.32,14.25,,,,,,
15,1.53,2.60,3.58,4.54,5.50,6.45,7.39,8.34,9.27,10.21,11.15,12.08,13.01,13.94,14.87,,,,,
16,1.23,2.29,3.27,4.24,5.19,6.14,7.09,8.03,8.97,9.90,10.84,11.77,12.70,13.63,14.56,15.49,,,,
17,0.92,1.99,2.96,3.93,4.88,5.83,6.78,7.72,8.66,9.60,10.53,11.46,12.40,13.33,14.26,15.18,16.11,,,
18,0.61,1.68,2.66,3.62,4.58,5.53,6.47,7.41,8.35,9.29,10.22,11.16,12.09,13.02,13.95,14.88,15.80,16.73,,
19,0.31,1.38,2.36,3.32,4.27,5.22,6.17,7.11,8.04,8.98,9.91,10.85,11.78,12.71,13.64,14.57,15.49,16.42,17.34,
20,0.00,0.96,1.86,2.76,3.66,4.56,5.46,6.36,7.26,8.16,9.06,9.96,10.86,11.76,12.66,13.56,14.46,15.36,16.26,17.16
