i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.54,,,,,,,,,,,,,,,,,,
2,1.54,3.02,,,,,,,,,,,,,,,,,
3,1.54,3.02,4.34,,,,,,,,,,,,,,,,
4,1.54,3.02,4.34,5.62,,,,,,,,,,,,,,,
5,1.54,3.02,4.34,5.62,6.86,,,,,,,,,,,,,,
6,1.54,3.02,4.34,5.62,6.86,8.06,,,,,,,,,,,,,
7,1.54,3.02,4.34,5.62,6.86,8.06,9.26,,,,,,,,,,,,
8,1.54,3.02,4.34,5.62,6.86,8.06,9.26,10.44,,,,,,,,,,,
9,1.54,3.02,4.34,5.62,6.86,8.06,9.26,10.44,11.60,,,,,,,,,,
10,1.54,3.02,4.34,5.62,6.86,8.06,9.26,10.44,11.60,12.76,,,,,,,,,
11,1.54,3.02,4.34,5.62,6.86,8.06,9.26,10.44,11.60,12.76,13.90,,,,,,,,
12,1.54,3.02,4.34,5.62,6.86,8.06,9.26,10.44,11.60,12.76,13.90,15.04,,,,,,,
13,1.54,3.02,4.34,5.62,6.86,8.06,9.26,10.44,11.60,12.76,13.90,15.04,16.18,,,,,,
14,1.54,3.02,4.34,5.62,6.86,8.06,9.26,10.44,11.60,12.76,13.90,15.04,16.18,17.32,,,,,
15,1.54,3.02,4.34,5.62,6.86,8.06,9.26,10.44,11.60,12.76,13.90,15.04,16.18,17.32,18.43,,,,
16,1.54,3.02,4.34,5.62,6.86,8.06,9.26,10.44,11.60,12.76,13.90,15.04,16.18,17.32,18.43,19.57,,,
17,1.54,3.02,4.34,5.62,6.86,8.06,9.26,10.44,11.60,12.76,13.90,15.04,16.18,17.32,18.43,19.57,20.68,,
18,1.54,3.02,4.34,5.62,6.86,8.06,9.26,10.44,11.60,12.76,13.90,15.04,16.18,17.32,18.43,19.55,20.68,21.80,
19,1.51,2.97,4.29,5.55,6.79,8.00,9.19,10.36,11.53,12.68,13.82,14.96,16.09,17.23,18.34,19.46,20.59,21.70,22.80
