i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.28,,,,,,,,,,,,,,,,,,
2,1.28,2.60,,,,,,,,,,,,,,,,,
3,1.28,2.60,3.83,,,,,,,,,,,,,,,,
4,1.28,2.60,3.83,5.03,,,,,,,,,,,,,,,
5,1.28,2.60,3.83,5.03,6.20,,,,,,,,,,,,,,
6,1.28,2.60,3.83,5.03,6.20,7.34,,,,,,,,,,,,,
7,1.28,2.60,3.83,5.03,6.20,7.34,8.48,,,,,,,,,,,,
8,1.28,2.60,3.83,5.03,6.20,7.34,8.48,9.62,,,,,,,,,,,
9,1.28,2.60,3.83,5.03,6.20,7.34,8.48,9.62,10.74,,,,,,,,,,
10,1.28,2.60,3.83,5.03,6.20,7.34,8.48,9.62,10.74,11.86,,,,,,,,,
11,1.28,2.60,3.83,5.03,6.20,7.34,8.48,9.62,10.74,11.86,12.96,,,,,,,,
12,1.28,2.60,3.83,5.03,6.20,7.34,8.48,9.62,10.74,11.86,12.96,14.06,,,,,,,
13,1.28,2.60,3.83,5.03,6.20,7.34,8.48,9.62,10.74,11.86,12.96,14.07,15.18,,,,,,
14,1.28,2.60,3.83,5.03,6.20,7.34,8.48,9.62,10.74,11.86,12.96,14.07,15.18,16.47,,,,,
15,1.28,2.60,3.83,5.03,6.20,7.34,8.48,9.62,10.74,11.86,12.96,14.07,15.16,16.47,17.90,,,,
16,1.28,2.60,3.83,5.03,6.20,7.34,8.48,9.62,10.74,11.86,12.96,14.07,15.16,16.45,17.90,19.48,,,
17,1.28,2.60,3.83,5.03,6.20,7.34,8.48,9.62,10.74,11.86,12.96,14.07,15.16,16.38,17.90,19.48,22.20,,
18,1.28,2.60,3.83,5.03,6.20,7.34,8.48,9.62,10.74,11.86,12.96,14.07,15.16,16.38,17.90,19.48,22.20,23.51,
19,1.25,2.56,3.79,4.99,6.16,7.30,8.45,9.57,10.70,11.80,12.91,14.02,15.12,16.26,17.78,19.41,22.20,23.51,24.80
