i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,3.29,,,,,,,,,,,,,,,,,,
2,3.29,5.01,,,,,,,,,,,,,,,,,
3,3.29,5.01,6.58,,,,,,,,,,,,,,,,
4,3.29,5.01,6.58,8.07,,,,,,,,,,,,,,,
5,3.29,5.01,6.58,8.07,9.49,,,,,,,,,,,,,,
6,3.29,5.01,6.58,8.07,9.49,10.87,,,,,,,,,,,,,
7,3.29,5.01,6.58,8.07,9.49,10.87,12.22,,,,,,,,,,,,
8,3.29,5.01,6.58,8.07,9.49,10.87,12.22,13.54,,,,,,,,,,,
9,3.29,5.01,6.58,8.07,9.49,10.87,12.22,13.54,14.84,,,,,,,,,,
10,3.29,5.01,6.58,8.07,9.49,10.87,12.22,13.54,14.84,16.12,,,,,,,,,
11,3.29,5.01,6.58,8.07,9.49,10.87,12.22,13.54,14.84,16.12,17.38,,,,,,,,
12,3.29,5.01,6.58,8.07,9.49,10.87,12.22,13.54,14.84,16.12,17.38,18.64,,,,,,,
13,3.29,5.01,6.58,8.07,9.49,10.87,12.22,13.54,14.84,16.12,17.38,18.64,19.88,,,,,,
14,3.29,5.01,6.58,8.07,9.49,10.87,12.22,13.54,14.84,16.12,17.38,18.64,19.88,21.12,,,,,
15,3.29,5.01,6.58,8.07,9.49,10.87,12.22,13.54,14.84,16.12,17.38,18.64,19.88,21.12,22.34,,,,
16,3.29,5.01,6.58,8.07,9.49,10.87,12.22,13.54,14.84,16.12,17.38,18.64,19.88,21.12,22.34,23.56,,,
17,3.29,5.01,6.58,8.07,9.49,10.87,12.22,13.54,14.84,16.12,17.38,18.64,19.88,21.12,22.34,23.56,24.77,,
18,3.30,5.02,6.59,8.07,9.50,10.88,12.22,13.54,14.84,16.12,17.39,18.64,19.88,21.12,22.35,23.56,24.78,25.98,
19,3.19,4.89,6.44,7.91,9.32,10.68,12.01,13.32,14.61,15.88,17.14,18.39,19.63,20.86,22.08,23.29,24.50,25.70,26.89
