i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.24,,,,,,,,,,,,,,,,,,,
2,4.02,4.94,,,,,,,,,,,,,,,,,,
3,3.79,4.72,5.68,,,,,,,,,,,,,,,,,
4,3.57,4.50,5.45,6.40,,,,,,,,,,,,,,,,
5,3.34,4.27,5.23,6.18,7.12,,,,,,,,,,,,,,,
6,3.12,4.05,5.00,5.95,6.89,7.83,,,,,,,,,,,,,,
7,2.90,3.82,4.78,5.73,6.67,7.61,8.54,,,,,,,,,,,,,
8,2.67,3.60,4.56,5.50,6.44,7.38,8.32,9.25,,,,,,,,,,,,
9,2.45,3.38,4.33,5.28,6.22,7.16,8.09,9.02,9.95,,,,,,,,,,,
10,2.23,3.15,4.11,5.06,6.00,6.93,7.87,8.80,9.73,10.66,,,,,,,,,,
11,2.00,2.93,3.89,4.83,5.77,6.71,7.64,8.58,9.51,10.43,11.36,,,,,,,,,
12,1.78,2.70,3.66,4.61,5.55,6.49,7.42,8.35,9.28,10.21,11.14,12.06,,,,,,,,
13,1.55,2.48,3.44,4.38,5.33,6.26,7.20,8.13,9.06,9.99,10.91,11.84,12.76,,,,,,,
14,1.33,2.26,3.21,4.16,5.10,6.04,6.97,7.90,8.83,9.76,10.69,11.61,12.54,13.46,,,,,,
15,1.11,2.03,2.99,3.94,4.88,5.81,6.75,7.68,8.61,9.54,10.46,11.39,12.31,13.24,14.16,,,,,
16,0.88,1.81,2.77,3.71,4.65,5.59,6.53,7.46,8.39,9.31,10.24,11.17,12.09,13.01,13.94,14.86,,,,
17,0.66,1.59,2.54,3.49,4.43,5.37,6.30,7.23,8.16,9.09,10.02,10.94,11.87,12.79,13.71,14.63,15.55,,,
18,0.43,1.36,2.32,3.27,4.21,5.14,6.08,7.01,7.94,8.87,9.79,10.72,11.64,12.57,13.49,14.41,15.33,16.25,,
19,0.21,1.14,2.09,3.04,3.98,4.92,5.85,6.78,7.71,8.64,9.56,10.49,11.41,12.34,13.26,14.18,15.10,16.02,16.94,
20,0.00,0.85,1.75,2.65,3.55,4.45,5.35,6.25,7.15,8.05,8.95,9.85,10.75,11.65,12.55,13.45,14.35,15.25,16.15,17.05
