i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.26,,,,,,,,,,,,,,,,,,,
2,5.93,7.55,,,,,,,,,,,,,,,,,,
3,5.61,7.22,8.19,,,,,,,,,,,,,,,,,
4,5.29,6.90,7.87,8.83,,,,,,,,,,,,,,,,
5,4.96,6.57,7.54,8.50,9.46,,,,,,,,,,,,,,,
6,4.64,6.25,7.22,8.18,9.13,10.08,,,,,,,,,,,,,,
7,4.31,5.92,6.90,7.86,8.81,9.76,10.70,,,,,,,,,,,,,
8,3.99,5.60,6.57,7.53,8.49,9.43,10.38,11.32,,,,,,,,,,,,
9,3.67,5.28,6.25,7.21,8.16,9.11,10.05,11.00,11.93,,,,,,,,,,,
10,3.34,4.95,5.92,6.88,7.84,8.79,9.73,10.67,11.61,12.55,,,,,,,,,,
11,3.02,4.63,5.60,6.56,7.51,8.46,9.41,10.35,11.29,12.22,13.16,,,,,,,,,
12,2.69,4.30,5.27,6.24,7.19,8.14,9.08,10.02,10.96,11.90,12.83,13.77,,,,,,,,
13,2.37,3.98,4.95,5.91,6.86,7.81,8.76,9.70,10.64,11.58,12.51,13.44,14.38,,,,,,,
14,2.04,3.66,4.63,5.59,6.54,7.49,8.43,9.37,10.31,11.25,12.19,13.12,14.05,14.98,,,,,,
15,1.72,3.33,4.30,5.26,6.22,7.16,8.11,9.05,9.99,10.93,11.86,12.80,13.73,14.66,15.59,,,,,
16,1.40,3.01,3.98,4.94,5.89,6.84,7.78,8.73,9.67,10.60,11.54,12.47,13.40,14.34,15.27,16.19,,,,
17,1.07,2.68,3.65,4.61,5.57,6.52,7.46,8.40,9.34,10.28,11.21,12.15,13.08,14.01,14.94,15.87,16.80,,,
18,0.75,2.36,3.33,4.29,5.24,6.19,7.14,8.08,9.02,9.95,10.89,11.82,12.76,13.69,14.62,15.55,16.47,17.40,,
19,0.44,2.04,3.01,3.97,4.92,5.87,6.81,7.75,8.69,9.63,10.56,11.49,12.43,13.36,14.29,15.21,16.14,17.07,18.00,
20,0.00,1.52,2.42,3.32,4.22,5.12,6.02,6.92,7.82,8.72,9.62,10.52,11.42,12.32,13.22,14.12,15.02,15.92,16.82,17.72
