i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,2.85,,,,,,,,,,,,,,,,,,
2,2.85,4.51,,,,,,,,,,,,,,,,,
3,2.85,4.51,6.05,,,,,,,,,,,,,,,,
4,2.85,4.51,6.05,7.50,,,,,,,,,,,,,,,
5,2.85,4.51,6.05,7.50,8.89,,,,,,,,,,,,,,
6,2.85,4.51,6.05,7.50,8.89,10.24,,,,,,,,,,,,,
7,2.85,4.51,6.05,7.50,8.89,10.24,11.56,,,,,,,,,,,,
8,2.85,4.51,6.05,7.50,8.89,10.24,11.56,12.86,,,,,,,,,,,
9,2.85,4.51,6.05,7.50,8.89,10.24,11.56,12.86,14.14,,,,,,,,,,
10,2.85,4.51,6.05,7.50,8.89,10.24,11.56,12.86,14.14,15.40,,,,,,,,,
11,2.85,4.51,6.05,7.50,8.89,10.24,11.56,12.86,14.14,15.40,16.65,,,,,,,,
12,2.85,4.51,6.05,7.50,8.89,10.24,11.56,12.86,14.14,15.40,16.65,17.89,,,,,,,
13,2.85,4.51,6.05,7.50,8.89,10.24,11.56,12.86,14.14,15.40,16.65,17.89,19.11,,,,,,
14,2.85,4.51,6.05,7.50,8.89,10.24,11.56,12.86,14.14,15.40,16.65,17.89,19.11,20.33,,,,,
15,2.85,4.51,6.05,7.50,8.89,10.24,11.56,12.86,14.14,15.40,16.65,17.89,19.11,20.33,21.54,,,,
16,2.85,4.51,6.05,7.50,8.89,10.24,11.56,12.86,14.14,15.40,16.65,17.89,19.11,20.33,21.54,22.74,,,
17,2.85,4.51,6.05,7.50,8.89,10.24,11.56,12.86,14.14,15.40,16.65,17.89,19.11,20.33,21.54,22.74,23.94,,
18,2.85,4.51,6.06,7.50,8.90,10.25,11.57,12.87,14.15,15.41,16.66,17.89,19.12,20.34,21.54,22.75,23.94,25.13,
19,2.69,4.39,5.92,7.36,8.74,10.08,11.39,12.68,13.95,15.21,16.45,17.68,18.90,20.11,21.32,22.52,23.71,24.89,26.07
