i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.69,,,,,,,,,,,,,,,,,,,
2,6.34,8.20,,,,,,,,,,,,,,,,,,
3,6.00,7.86,8.83,,,,,,,,,,,,,,,,,
4,5.65,7.51,8.48,9.45,,,,,,,,,,,,,,,,
5,5.31,7.17,8.14,9.10,10.06,,,,,,,,,,,,,,,
6,4.97,6.82,7.80,8.76,9.71,10.66,,,,,,,,,,,,,,
7,4.62,6.48,7.45,8.41,9.37,10.32,11.27,,,,,,,,,,,,,
8,4.28,6.13,7.11,8.07,9.02,9.98,10.92,11.87,,,,,,,,,,,,
9,3.93,5.79,6.76,7.72,8.68,9.63,10.58,11.52,12.46,,,,,,,,,,,
10,3.59,5.44,6.42,7.38,8.33,9.29,10.23,11.18,12.12,13.06,,,,,,,,,,
11,3.24,5.10,6.07,7.03,7.99,8.94,9.89,10.83,11.77,12.71,13.65,,,,,,,,,
12,2.90,4.75,5.73,6.69,7.65,8.60,9.54,10.49,11.43,12.37,13.30,14.24,,,,,,,,
13,2.55,4.41,5.38,6.34,7.30,8.25,9.20,10.14,11.08,12.02,12.96,13.89,14.83,,,,,,,
14,2.21,4.06,5.04,6.00,6.96,7.91,8.85,9.80,10.74,11.68,12.61,13.55,14.48,15.42,,,,,,
15,1.86,3.72,4.69,5.66,6.61,7.56,8.51,9.45,10.39,11.33,12.27,13.21,14.14,15.07,16.00,,,,,
16,1.52,3.37,4.35,5.31,6.27,7.22,8.16,9.11,10.05,10.99,11.92,12.86,13.79,14.73,15.66,16.59,,,,
17,1.17,3.03,4.00,4.97,5.92,6.87,7.82,8.76,9.70,10.64,11.58,12.52,13.45,14.38,15.31,16.25,17.17,,,
18,0.83,2.68,3.66,4.62,5.58,6.53,7.47,8.42,9.36,10.30,11.24,12.17,13.10,14.04,14.97,15.90,16.83,17.76,,
19,0.50,2.35,3.32,4.28,5.23,6.18,7.13,8.07,9.01,9.95,10.89,11.82,12.75,13.69,14.62,15.55,16.48,17.40,18.33,
20,0.00,1.77,2.67,3.57,4.47,5.37,6.27,7.17,8.07,8.97,9.87,10.77,11.67,12.57,13.47,14.37,15.27,16.17,17.07,17.97
