i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,3.58,,,,,,,,,,,,,,,,,,
2,3.58,5.30,,,,,,,,,,,,,,,,,
3,3.58,5.30,6.88,,,,,,,,,,,,,,,,
4,3.58,5.30,6.88,8.36,,,,,,,,,,,,,,,
5,3.58,5.30,6.88,8.36,9.78,,,,,,,,,,,,,,
6,3.58,5.30,6.88,8.36,9.78,11.16,,,,,,,,,,,,,
7,3.58,5.30,6.88,8.36,9.78,11.16,12.50,,,,,,,,,,,,
8,3.58,5.30,6.88,8.36,9.78,11.16,12.50,13.82,,,,,,,,,,,
9,3.58,5.30,6.88,8.36,9.78,11.16,12.50,13.82,15.12,,,,,,,,,,
10,3.58,5.30,6.88,8.36,9.78,11.16,12.50,13.82,15.12,16.40,,,,,,,,,
11,3.58,5.30,6.88,8.36,9.78,11.16,12.50,13.82,15.12,16.40,17.67,,,,,,,,
12,3.58,5.30,6.88,8.36,9.78,11.16,12.50,13.82,15.12,16.40,17.67,18.93,,,,,,,
13,3.58,5.30,6.88,8.36,9.78,11.16,12.50,13.82,15.12,16.40,17.67,18.93,20.17,,,,,,
14,3.58,5.30,6.88,8.36,9.78,11.16,12.50,13.82,15.12,16.40,17.67,18.93,20.17,21.41,,,,,
15,3.58,5.30,6.88,8.36,9.78,11.16,12.50,13.82,15.12,16.40,17.67,18.93,20.17,21.41,22.64,,,,
16,3.58,5.30,6.88,8.36,9.78,11.16,12.50,13.82,15.12,16.40,17.67,18.93,20.17,21.41,22.64,23.86,,,
17,3.58,5.30,6.88,8.36,9.78,11.16,12.50,13.82,15.12,16.40,17.67,18.93,20.17,21.41,22.64,23.86,25.07,,
18,3.59,5.32,6.88,8.36,9.79,11.16,12.51,13.83,15.13,16.41,17.68,18.93,20.18,21.41,22.64,23.86,25.07,26.28,
19,3.53,5.20,6.73,8.19,9.59,10.96,12.29,13.60,14.89,16.16,17.42,18.67,19.91,21.14,22.36,23.58,24.79,25.99,27.19
