i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2.61,,,,,,,,,,,,,,,,,,,
2,2.48,3.15,,,,,,,,,,,,,,,,,,
3,2.34,3.01,3.95,,,,,,,,,,,,,,,,,
4,2.20,2.87,3.81,4.74,,,,,,,,,,,,,,,,
5,2.06,2.73,3.67,4.60,5.53,,,,,,,,,,,,,,,
6,1.92,2.60,3.53,4.46,5.39,6.32,,,,,,,,,,,,,,
7,1.79,2.46,3.40,4.33,5.25,6.18,7.10,,,,,,,,,,,,,
8,1.65,2.32,3.26,4.19,5.12,6.04,6.96,7.88,,,,,,,,,,,,
9,1.51,2.18,3.12,4.05,4.98,5.90,6.82,7.74,8.66,,,,,,,,,,,
10,1.37,2.04,2.98,3.91,4.84,5.76,6.69,7.61,8.53,9.44,,,,,,,,,,
11,1.23,1.91,2.84,3.77,4.70,5.63,6.55,7.47,8.39,9.31,10.22,,,,,,,,,
12,1.09,1.77,2.70,3.64,4.56,5.49,6.41,7.33,8.25,9.17,10.09,11.00,,,,,,,,
13,0.96,1.63,2.57,3.50,4.42,5.35,6.27,7.19,8.11,9.03,9.95,10.86,11.78,,,,,,,
14,0.82,1.49,2.43,3.36,4.29,5.21,6.13,7.05,7.97,8.89,9.81,10.73,11.64,12.56,,,,,,
15,0.68,1.35,2.29,3.22,4.15,5.07,6.00,6.92,7.84,8.75,9.67,10.59,11.50,12.42,13.33,,,,,
16,0.54,1.22,2.15,3.08,4.01,4.93,5.86,6.78,7.70,8.62,9.53,10.45,11.37,12.28,13.20,14.11,,,,
17,0.40,1.08,2.01,2.95,3.87,4.80,5.72,6.64,7.56,8.48,9.40,10.31,11.23,12.14,13.06,13.97,14.89,,,
18,0.27,0.94,1.88,2.81,3.73,4.66,5.58,6.50,7.42,8.34,9.26,10.17,11.09,12.00,12.92,13.83,14.75,15.66,,
19,0.13,0.80,1.74,2.67,3.59,4.52,5.44,6.36,7.28,8.20,9.12,10.03,10.95,11.86,12.78,13.69,14.61,15.52,16.44,
20,0.00,0.62,1.52,2.42,3.32,4.22,5.12,6.02,6.92,7.82,8.72,9.62,10.52,11.42,12.32,13.22,14.12,15.02,15.92,16.82
