i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2.50,,,,,,,,,,,,,,,,,,,
2,2.36,2.92,,,,,,,,,,,,,,,,,,
3,2.23,2.79,3.73,,,,,,,,,,,,,,,,,
4,2.10,2.66,3.59,4.52,,,,,,,,,,,,,,,,
5,1.97,2.53,3.46,4.39,5.32,,,,,,,,,,,,,,,
6,1.83,2.39,3.33,4.26,5.19,6.11,,,,,,,,,,,,,,
7,1.70,2.26,3.20,4.13,5.05,5.98,6.90,,,,,,,,,,,,,
8,1.57,2.13,3.06,4.00,4.92,5.85,6.77,7.69,,,,,,,,,,,,
9,1.44,2.00,2.93,3.86,4.79,5.71,6.63,7.55,8.47,,,,,,,,,,,
10,1.30,1.86,2.80,3.73,4.66,5.58,6.50,7.42,8.34,9.26,,,,,,,,,,
11,1.17,1.73,2.67,3.60,4.52,5.45,6.37,7.29,8.21,9.13,10.04,,,,,,,,,
12,1.04,1.60,2.54,3.47,4.39,5.32,6.24,7.16,8.08,8.99,9.91,10.83,,,,,,,,
13,0.91,1.47,2.40,3.33,4.26,5.18,6.11,7.03,7.94,8.86,9.78,10.70,11.61,,,,,,,
14,0.78,1.33,2.27,3.20,4.13,5.05,5.97,6.89,7.81,8.73,9.65,10.56,11.48,12.39,,,,,,
15,0.64,1.20,2.14,3.07,4.00,4.92,5.84,6.76,7.68,8.60,9.51,10.43,11.35,12.26,13.18,,,,,
16,0.51,1.07,2.01,2.94,3.86,4.79,5.71,6.63,7.55,8.47,9.38,10.30,11.21,12.13,13.04,13.96,,,,
17,0.38,0.94,1.87,2.80,3.73,4.65,5.58,6.50,7.42,8.33,9.25,10.17,11.08,12.00,12.91,13.82,14.74,,,
18,0.25,0.80,1.74,2.67,3.60,4.52,5.44,6.36,7.28,8.20,9.12,10.03,10.95,11.86,12.78,13.69,14.61,15.52,,
19,0.11,0.67,1.61,2.54,3.46,4.39,5.31,6.23,7.15,8.07,8.98,9.90,10.81,11.73,12.64,13.56,14.47,15.39,16.31,
20,0.00,0.51,1.41,2.31,3.21,4.11,5.01,5.91,6.81,7.71,8.61,9.51,10.41,11.31,12.21,13.11,14.01,14.91,15.81,16.71
