i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,2.04,,,,,,,,,,,,,,,,,,
2,2.04,3.60,,,,,,,,,,,,,,,,,
3,2.04,3.60,5.00,,,,,,,,,,,,,,,,
4,2.04,3.60,5.00,6.33,,,,,,,,,,,,,,,
5,2.04,3.60,5.00,6.33,7.61,,,,,,,,,,,,,,
6,2.04,3.60,5.00,6.33,7.61,8.87,,,,,,,,,,,,,
7,2.04,3.60,5.00,6.33,7.61,8.87,10.10,,,,,,,,,,,,
8,2.04,3.60,5.00,6.33,7.61,8.87,10.10,11.32,,,,,,,,,,,
9,2.04,3.60,5.00,6.33,7.61,8.87,10.10,11.32,12.53,,,,,,,,,,
10,2.04,3.60,5.00,6.33,7.61,8.87,10.10,11.32,12.53,13.72,,,,,,,,,
11,2.04,3.60,5.00,6.33,7.61,8.87,10.10,11.32,12.53,13.72,14.90,,,,,,,,
12,2.04,3.60,5.00,6.33,7.61,8.87,10.10,11.32,12.53,13.72,14.90,16.08,,,,,,,
13,2.04,3.60,5.00,6.33,7.61,8.87,10.10,11.32,12.53,13.72,14.90,16.08,17.24,,,,,,
14,2.04,3.60,5.00,6.33,7.61,8.87,10.10,11.32,12.53,13.72,14.90,16.08,17.24,18.40,,,,,
15,2.04,3.60,5.00,6.33,7.61,8.87,10.10,11.32,12.53,13.72,14.90,16.08,17.24,18.40,19.56,,,,
16,2.04,3.60,5.00,6.33,7.61,8.87,10.10,11.32,12.53,13.72,14.90,16.08,17.24,18.40,19.56,20.71,,,
17,2.04,3.60,5.00,6.33,7.61,8.87,10.10,11.32,12.53,13.72,14.90,16.08,17.24,18.40,19.56,20.71,21.85,,
18,2.03,3.60,5.00,6.32,7.61,8.87,10.10,11.32,12.52,13.72,14.90,16.07,17.24,18.40,19.56,20.71,21.85,22.99,
19,1.99,3.53,4.92,6.24,7.52,8.77,10.00,11.22,12.42,13.61,14.79,15.96,17.12,18.28,19.43,20.58,21.72,22.86,23.99
