i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,2.39,,,,,,,,,,,,,,,,,,
2,2.39,4.00,,,,,,,,,,,,,,,,,
3,2.39,4.00,5.46,,,,,,,,,,,,,,,,
4,2.39,4.00,5.46,6.83,,,,,,,,,,,,,,,
5,2.39,4.00,5.46,6.83,8.15,,,,,,,,,,,,,,
6,2.39,4.00,5.46,6.83,8.15,9.45,,,,,,,,,,,,,
7,2.39,4.00,5.46,6.83,8.15,9.45,10.71,,,,,,,,,,,,
8,2.39,4.00,5.46,6.83,8.15,9.45,10.71,11.96,,,,,,,,,,,
9,2.39,4.00,5.46,6.83,8.15,9.45,10.71,11.96,13.20,,,,,,,,,,
10,2.39,4.00,5.46,6.83,8.15,9.45,10.71,11.96,13.20,14.41,,,,,,,,,
11,2.39,4.00,5.46,6.83,8.15,9.45,10.71,11.96,13.20,14.41,15.62,,,,,,,,
12,2.39,4.00,5.46,6.83,8.15,9.45,10.71,11.96,13.20,14.41,15.62,16.82,,,,,,,
13,2.39,4.00,5.46,6.83,8.15,9.45,10.71,11.96,13.20,14.41,15.62,16.82,18.01,,,,,,
14,2.39,4.00,5.46,6.83,8.15,9.45,10.71,11.96,13.20,14.41,15.62,16.82,18.01,19.20,,,,,
15,2.39,4.00,5.46,6.83,8.15,9.45,10.71,11.96,13.20,14.41,15.62,16.82,18.01,19.20,20.37,,,,
16,2.39,4.00,5.46,6.83,8.15,9.45,10.71,11.96,13.20,14.41,15.62,16.82,18.01,19.20,20.37,21.54,,,
17,2.39,4.00,5.46,6.83,8.15,9.45,10.71,11.96,13.20,14.41,15.62,16.82,18.01,19.20,20.37,21.54,22.70,,
18,2.39,4.00,5.46,6.83,8.15,9.45,10.71,11.96,13.20,14.41,15.62,16.82,18.01,19.19,20.37,21.54,22.70,23.86,
19,2.31,3.91,5.35,6.71,8.04,9.32,10.58,11.83,13.05,14.27,15.47,16.67,17.86,19.03,20.21,21.37,22.54,23.69,24.84
