i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.86,,,,,,,,,,,,,,,,,,
2,1.86,3.29,,,,,,,,,,,,,,,,,
3,1.86,3.29,4.62,,,,,,,,,,,,,,,,
4,1.86,3.29,4.62,5.88,,,,,,,,,,,,,,,
5,1.86,3.29,4.62,5.88,7.12,,,,,,,,,,,,,,
6,1.86,3.29,4.62,5.88,7.12,8.33,,,,,,,,,,,,,
7,1.86,3.29,4.62,5.88,7.12,8.33,9.52,,,,,,,,,,,,
8,1.86,3.29,4.62,5.88,7.12,8.33,9.52,10.70,,,,,,,,,,,
9,1.86,3.29,4.62,5.88,7.12,8.33,9.52,10.70,11.87,,,,,,,,,,
10,1.86,3.29,4.62,5.88,7.12,8.33,9.52,10.70,11.87,13.03,,,,,,,,,
11,1.86,3.29,4.62,5.88,7.12,8.33,9.52,10.70,11.87,13.03,14.18,,,,,,,,
12,1.86,3.29,4.62,5.88,7.12,8.33,9.52,10.70,11.87,13.03,14.18,15.32,,,,,,,
13,1.86,3.29,4.62,5.88,7.12,8.33,9.52,10.70,11.87,13.03,14.18,15.32,16.46,,,,,,
14,1.86,3.29,4.62,5.88,7.12,8.33,9.52,10.70,11.87,13.03,14.18,15.32,16.46,17.59,,,,,
15,1.86,3.29,4.62,5.88,7.12,8.33,9.52,10.70,11.87,13.03,14.18,15.32,16.46,17.59,18.73,,,,
16,1.86,3.29,4.62,5.88,7.12,8.33,9.52,10.70,11.87,13.03,14.18,15.32,16.46,17.59,18.73,19.84,,,
17,1.86,3.29,4.62,5.88,7.12,8.33,9.52,10.70,11.87,13.03,14.18,15.32,16.46,17.59,18.73,19.84,20.96,,
18,1.86,3.29,4.62,5.88,7.12,8.33,9.52,10.70,11.87,13.03,14.18,15.32,16.45,17.59,18.73,19.84,20.96,22.09,
19,1.82,3.25,4.56,5.82,7.05,8.26,9.45,10.62,11.79,12.95,14.10,15.23,16.38,17.50,18.62,19.75,20.86,21.98,23.09
