i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.04,,,,,,,,,,,,,,,,,,,
2,2.87,3.64,,,,,,,,,,,,,,,,,,
3,2.71,3.48,4.42,,,,,,,,,,,,,,,,,
4,2.55,3.32,4.26,5.20,,,,,,,,,,,,,,,,
5,2.39,3.16,4.10,5.04,5.97,,,,,,,,,,,,,,,
6,2.23,3.00,3.94,4.88,5.81,6.74,,,,,,,,,,,,,,
7,2.07,2.84,3.78,4.72,5.65,6.58,7.50,,,,,,,,,,,,,
8,1.91,2.68,3.62,4.56,5.49,6.42,7.34,8.26,,,,,,,,,,,,
9,1.75,2.52,3.46,4.40,5.33,6.26,7.18,8.10,9.03,,,,,,,,,,,
10,1.59,2.36,3.30,4.24,5.17,6.10,7.02,7.94,8.87,9.79,,,,,,,,,,
11,1.43,2.20,3.14,4.08,5.01,5.94,6.86,7.78,8.71,9.63,10.55,,,,,,,,,
12,1.27,2.04,2.98,3.92,4.85,5.78,6.70,7.62,8.55,9.47,10.39,11.31,,,,,,,,
13,1.11,1.88,2.82,3.76,4.69,5.62,6.54,7.46,8.39,9.31,10.23,11.14,12.06,,,,,,,
14,0.95,1.72,2.66,3.60,4.53,5.45,6.38,7.30,8.23,9.15,10.07,10.98,11.90,12.82,,,,,,
15,0.79,1.56,2.50,3.44,4.37,5.29,6.22,7.14,8.07,8.99,9.91,10.82,11.74,12.66,13.58,,,,,
16,0.63,1.40,2.34,3.28,4.21,5.13,6.06,6.98,7.90,8.83,9.75,10.66,11.58,12.50,13.42,14.33,,,,
17,0.47,1.24,2.18,3.12,4.05,4.97,5.90,6.82,7.74,8.67,9.59,10.50,11.42,12.34,13.26,14.17,15.09,,,
18,0.31,1.08,2.02,2.96,3.89,4.81,5.74,6.66,7.58,8.51,9.42,10.34,11.26,12.18,13.10,14.01,14.93,15.84,,
19,0.15,0.92,1.86,2.79,3.72,4.65,5.58,6.50,7.42,8.34,9.26,10.18,11.10,12.02,12.93,13.85,14.76,15.68,16.59,
20,0.00,0.71,1.61,2.51,3.41,4.31,5.21,6.11,7.01,7.91,8.81,9.71,10.61,11.51,12.41,13.31,14.21,15.11,16.01,16.91
