i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,2.84,,,,,,,,,,,,,,,,,,
2,2.84,4.59,,,,,,,,,,,,,,,,,
3,2.84,4.59,6.27,,,,,,,,,,,,,,,,
4,2.84,4.59,6.27,7.85,,,,,,,,,,,,,,,
5,2.84,4.59,6.27,7.85,9.35,,,,,,,,,,,,,,
6,2.84,4.59,6.27,7.85,9.35,10.78,,,,,,,,,,,,,
7,2.84,4.59,6.27,7.85,9.35,10.78,12.17,,,,,,,,,,,,
8,2.84,4.59,6.27,7.85,9.35,10.78,12.17,13.53,,,,,,,,,,,
9,2.84,4.59,6.27,7.85,9.35,10.78,12.17,13.53,14.87,,,,,,,,,,
10,2.84,4.59,6.27,7.85,9.35,10.78,12.17,13.53,14.87,16.18,,,,,,,,,
11,2.84,4.59,6.27,7.85,9.35,10.78,12.17,13.53,14.87,16.18,17.48,,,,,,,,
12,2.84,4.59,6.27,7.85,9.35,10.78,12.17,13.53,14.87,16.18,17.48,18.76,,,,,,,
13,2.84,4.59,6.27,7.85,9.35,10.78,12.17,13.53,14.87,16.18,17.48,18.76,20.03,,,,,,
14,2.84,4.59,6.27,7.85,9.35,10.78,12.17,13.53,14.87,16.18,17.48,18.76,20.03,21.29,,,,,
15,2.84,4.59,6.27,7.85,9.35,10.78,12.17,13.53,14.87,16.18,17.48,18.76,20.03,21.29,22.54,,,,
16,2.84,4.59,6.27,7.85,9.35,10.78,12.17,13.53,14.87,16.18,17.48,18.76,20.03,21.29,22.54,23.78,,,
17,2.84,4.59,6.27,7.85,9.34,10.78,12.17,13.53,14.87,16.18,17.48,18.76,20.03,21.29,22.54,23.78,25.01,,
18,2.85,4.59,6.28,7.85,9.35,10.79,12.18,13.54,14.87,16.18,17.48,18.77,20.04,21.29,22.54,23.78,25.01,26.23,
19,2.47,4.41,6.10,7.67,9.15,10.57,11.94,13.29,14.61,15.92,17.21,18.48,19.74,21.00,22.24,23.47,24.69,25.91,27.12
