i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,2.94,,,,,,,,,,,,,,,,,,
2,2.94,4.59,,,,,,,,,,,,,,,,,
3,2.94,4.59,6.10,,,,,,,,,,,,,,,,
4,2.94,4.59,6.10,7.52,,,,,,,,,,,,,,,
5,2.94,4.59,6.10,7.52,8.90,,,,,,,,,,,,,,
6,2.94,4.59,6.10,7.52,8.90,10.23,,,,,,,,,,,,,
7,2.94,4.59,6.10,7.52,8.90,10.23,11.54,,,,,,,,,,,,
8,2.94,4.59,6.10,7.52,8.90,10.23,11.54,12.82,,,,,,,,,,,
9,2.94,4.59,6.10,7.52,8.90,10.23,11.54,12.82,14.08,,,,,,,,,,
10,2.94,4.59,6.10,7.52,8.90,10.23,11.54,12.82,14.08,15.33,,,,,,,,,
11,2.94,4.59,6.10,7.52,8.90,10.23,11.54,12.82,14.08,15.33,16.57,,,,,,,,
12,2.94,4.59,6.10,7.52,8.90,10.23,11.54,12.82,14.08,15.33,16.57,17.80,,,,,,,
13,2.94,4.59,6.10,7.52,8.90,10.23,11.54,12.82,14.08,15.33,16.57,17.80,19.02,,,,,,
14,2.94,4.59,6.10,7.52,8.90,10.23,11.54,12.82,14.08,15.33,16.57,17.80,19.02,20.22,,,,,
15,2.94,4.59,6.10,7.52,8.90,10.23,11.54,12.82,14.08,15.33,16.57,17.80,19.02,20.22,21.42,,,,
16,2.94,4.59,6.10,7.52,8.90,10.23,11.54,12.82,14.08,15.33,16.57,17.80,19.02,20.22,21.42,22.62,,,
17,2.94,4.59,6.10,7.52,8.90,10.23,11.54,12.82,14.08,15.33,16.57,17.80,19.02,20.22,21.42,22.62,23.81,,
18,2.95,4.60,6.10,7.53,8.90,10.23,11.54,12.82,14.09,15.34,16.58,17.80,19.02,20.23,21.43,22.62,23.81,24.99,
19,2.86,4.49,5.98,7.39,8.75,10.07,11.37,12.65,13.91,15.15,16.38,17.60,18.81,20.02,21.22,22.40,23.59,24.77,25.94
