i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2.80,,,,,,,,,,,,,,,,,,,
2,2.65,3.28,,,,,,,,,,,,,,,,,,
3,2.50,3.13,4.07,,,,,,,,,,,,,,,,,
4,2.35,2.98,3.92,4.86,,,,,,,,,,,,,,,,
5,2.20,2.83,3.78,4.71,5.64,,,,,,,,,,,,,,,
6,2.06,2.69,3.63,4.56,5.49,6.42,,,,,,,,,,,,,,
7,1.91,2.54,3.48,4.41,5.34,6.27,7.19,,,,,,,,,,,,,
8,1.76,2.39,3.33,4.26,5.19,6.12,7.04,7.97,,,,,,,,,,,,
9,1.61,2.24,3.18,4.12,5.05,5.97,6.90,7.82,8.74,,,,,,,,,,,
10,1.46,2.09,3.03,3.97,4.90,5.82,6.75,7.67,8.59,9.51,,,,,,,,,,
11,1.32,1.95,2.89,3.82,4.75,5.67,6.60,7.52,8.44,9.36,10.28,,,,,,,,,
12,1.17,1.80,2.74,3.67,4.60,5.53,6.45,7.37,8.29,9.21,10.13,11.05,,,,,,,,
13,1.02,1.65,2.59,3.52,4.45,5.38,6.30,7.22,8.15,9.07,9.98,10.90,11.82,,,,,,,
14,0.87,1.50,2.44,3.38,4.30,5.23,6.15,7.08,8.00,8.92,9.84,10.75,11.67,12.59,,,,,,
15,0.72,1.35,2.29,3.23,4.16,5.08,6.01,6.93,7.85,8.77,9.69,10.61,11.52,12.44,13.35,,,,,
16,0.57,1.21,2.15,3.08,4.01,4.93,5.86,6.78,7.70,8.62,9.54,10.46,11.37,12.29,13.21,14.12,,,,
17,0.43,1.06,2.00,2.93,3.86,4.79,5.71,6.63,7.55,8.47,9.39,10.31,11.23,12.14,13.06,13.97,14.89,,,
18,0.28,0.91,1.85,2.78,3.71,4.64,5.56,6.48,7.40,8.32,9.24,10.16,11.08,11.99,12.91,13.83,14.74,15.65,,
19,0.13,0.76,1.70,2.63,3.56,4.49,5.41,6.33,7.25,8.17,9.09,10.01,10.93,11.84,12.76,13.67,14.59,15.50,16.42,
20,0.00,0.58,1.48,2.38,3.28,4.18,5.08,5.98,6.88,7.78,8.68,9.58,10.48,11.38,12.28,13.18,14.08,14.98,15.88,16.78
