i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,2.10,,,,,,,,,,,,,,,,,,
2,2.10,3.67,,,,,,,,,,,,,,,,,
3,2.10,3.67,5.08,,,,,,,,,,,,,,,,
4,2.10,3.67,5.08,6.42,,,,,,,,,,,,,,,
5,2.10,3.67,5.08,6.42,7.72,,,,,,,,,,,,,,
6,2.10,3.67,5.08,6.42,7.72,8.98,,,,,,,,,,,,,
7,2.10,3.67,5.08,6.42,7.72,8.98,10.23,,,,,,,,,,,,
8,2.10,3.67,5.08,6.42,7.72,8.98,10.23,11.45,,,,,,,,,,,
9,2.10,3.67,5.08,6.42,7.72,8.98,10.23,11.45,12.66,,,,,,,,,,
10,2.10,3.67,5.08,6.42,7.72,8.98,10.23,11.45,12.66,13.86,,,,,,,,,
11,2.10,3.67,5.08,6.42,7.72,8.98,10.23,11.45,12.66,13.86,15.05,,,,,,,,
12,2.10,3.67,5.08,6.42,7.72,8.98,10.23,11.45,12.66,13.86,15.05,16.23,,,,,,,
13,2.10,3.67,5.08,6.42,7.72,8.98,10.23,11.45,12.66,13.86,15.05,16.23,17.40,,,,,,
14,2.10,3.67,5.08,6.42,7.72,8.98,10.23,11.45,12.66,13.86,15.05,16.23,17.40,18.57,,,,,
15,2.10,3.67,5.08,6.42,7.72,8.98,10.23,11.45,12.66,13.86,15.05,16.23,17.40,18.57,19.73,,,,
16,2.10,3.67,5.08,6.42,7.72,8.98,10.23,11.45,12.66,13.86,15.05,16.23,17.40,18.57,19.73,20.88,,,
17,2.10,3.67,5.08,6.42,7.72,8.98,10.23,11.45,12.66,13.86,15.05,16.23,17.40,18.57,19.73,20.88,22.03,,
18,2.10,3.67,5.08,6.42,7.72,8.98,10.22,11.45,12.66,13.86,15.05,16.23,17.40,18.56,19.72,20.88,22.03,23.17,
19,2.04,3.59,5.00,6.33,7.62,8.88,10.12,11.34,12.54,13.74,14.92,16.10,17.27,18.43,19.59,20.74,21.89,23.03,24.17
