i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.81,,,,,,,,,,,,,,,,,,,
2,6.46,8.28,,,,,,,,,,,,,,,,,,
3,6.11,7.93,8.91,,,,,,,,,,,,,,,,,
4,5.76,7.58,8.55,9.52,,,,,,,,,,,,,,,,
5,5.41,7.23,8.20,9.17,10.13,,,,,,,,,,,,,,,
6,5.06,6.88,7.85,8.82,9.77,10.73,,,,,,,,,,,,,,
7,4.71,6.53,7.50,8.47,9.42,10.37,11.32,,,,,,,,,,,,,
8,4.36,6.18,7.15,8.11,9.07,10.02,10.97,11.92,,,,,,,,,,,,
9,4.01,5.82,6.80,7.76,8.72,9.67,10.62,11.56,12.51,,,,,,,,,,,
10,3.65,5.47,6.45,7.41,8.37,9.32,10.27,11.21,12.16,13.10,,,,,,,,,,
11,3.30,5.12,6.10,7.06,8.02,8.97,9.92,10.86,11.80,12.74,13.68,,,,,,,,,
12,2.95,4.77,5.75,6.71,7.67,8.62,9.57,10.51,11.45,12.39,13.33,14.27,,,,,,,,
13,2.60,4.42,5.39,6.36,7.32,8.27,9.22,10.16,11.10,12.04,12.98,13.92,14.85,,,,,,,
14,2.25,4.07,5.04,6.01,6.96,7.92,8.86,9.81,10.75,11.69,12.63,13.56,14.50,15.43,,,,,,
15,1.90,3.72,4.69,5.66,6.61,7.56,8.51,9.46,10.40,11.34,12.28,13.21,14.15,15.08,16.01,,,,,
16,1.55,3.37,4.34,5.30,6.26,7.21,8.16,9.11,10.05,10.99,11.93,12.86,13.80,14.73,15.66,16.59,,,,
17,1.20,3.01,3.99,4.95,5.91,6.86,7.81,8.75,9.70,10.64,11.57,12.51,13.45,14.38,15.31,16.24,17.17,,,
18,0.84,2.66,3.64,4.60,5.56,6.51,7.46,8.40,9.35,10.29,11.22,12.16,13.09,14.03,14.96,15.89,16.82,17.75,,
19,0.51,2.32,3.29,4.25,5.21,6.16,7.11,8.05,8.99,9.93,10.87,11.80,12.74,13.67,14.60,15.53,16.46,17.39,18.32,
20,0.00,1.73,2.63,3.53,4.43,5.33,6.23,7.13,8.03,8.93,9.83,10.73,11.63,12.53,13.43,14.33,15.23,16.13,17.03,17.93
