i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,3.08,,,,,,,,,,,,,,,,,,
2,3.08,4.73,,,,,,,,,,,,,,,,,
3,3.08,4.73,6.23,,,,,,,,,,,,,,,,
4,3.08,4.73,6.23,7.64,,,,,,,,,,,,,,,
5,3.08,4.73,6.23,7.64,9.01,,,,,,,,,,,,,,
6,3.08,4.73,6.23,7.64,9.01,10.34,,,,,,,,,,,,,
7,3.08,4.73,6.23,7.64,9.01,10.34,11.63,,,,,,,,,,,,
8,3.08,4.73,6.23,7.64,9.01,10.34,11.63,12.91,,,,,,,,,,,
9,3.08,4.73,6.23,7.64,9.01,10.34,11.63,12.91,14.18,,,,,,,,,,
10,3.08,4.73,6.23,7.64,9.01,10.34,11.63,12.91,14.18,15.43,,,,,,,,,
11,3.08,4.73,6.23,7.64,9.01,10.34,11.63,12.91,14.18,15.43,16.66,,,,,,,,
12,3.08,4.73,6.23,7.64,9.01,10.34,11.63,12.91,14.18,15.43,16.66,17.89,,,,,,,
13,3.08,4.73,6.23,7.64,9.01,10.34,11.63,12.91,14.18,15.43,16.66,17.89,19.09,,,,,,
14,3.08,4.73,6.23,7.64,9.01,10.34,11.63,12.91,14.18,15.43,16.66,17.89,19.09,20.30,,,,,
15,3.08,4.73,6.23,7.64,9.01,10.34,11.63,12.91,14.18,15.43,16.66,17.89,19.09,20.30,21.50,,,,
16,3.08,4.73,6.23,7.64,9.01,10.34,11.63,12.91,14.18,15.43,16.66,17.89,19.09,20.30,21.50,22.70,,,
17,3.08,4.73,6.23,7.64,9.01,10.34,11.63,12.91,14.18,15.43,16.66,17.89,19.09,20.30,21.50,22.70,23.88,,
18,3.09,4.74,6.24,7.65,9.02,10.34,11.63,12.91,14.18,15.43,16.66,17.89,19.09,20.30,21.50,22.70,23.89,25.07,
19,3.05,4.64,6.12,7.51,8.87,10.18,11.47,12.74,13.99,15.23,16.46,17.68,18.89,20.09,21.30,22.48,23.66,24.84,26.02
