i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,2.83,,,,,,,,,,,,,,,,,,
2,2.83,4.47,,,,,,,,,,,,,,,,,
3,2.83,4.47,5.94,,,,,,,,,,,,,,,,
4,2.83,4.47,5.94,7.34,,,,,,,,,,,,,,,
5,2.83,4.47,5.94,7.34,8.68,,,,,,,,,,,,,,
6,2.83,4.47,5.94,7.34,8.68,10.00,,,,,,,,,,,,,
7,2.83,4.47,5.94,7.34,8.68,10.00,11.28,,,,,,,,,,,,
8,2.83,4.47,5.94,7.34,8.68,10.00,11.28,12.55,,,,,,,,,,,
9,2.83,4.47,5.94,7.34,8.68,10.00,11.28,12.55,13.79,,,,,,,,,,
10,2.83,4.47,5.94,7.34,8.68,10.00,11.28,12.55,13.79,15.03,,,,,,,,,
11,2.83,4.47,5.94,7.34,8.68,10.00,11.28,12.55,13.79,15.03,16.25,,,,,,,,
12,2.83,4.47,5.94,7.34,8.68,10.00,11.28,12.55,13.79,15.03,16.25,17.46,,,,,,,
13,2.83,4.47,5.94,7.34,8.68,10.00,11.28,12.55,13.79,15.03,16.25,17.46,18.67,,,,,,
14,2.83,4.47,5.94,7.34,8.68,10.00,11.28,12.55,13.79,15.03,16.25,17.46,18.67,19.86,,,,,
15,2.83,4.47,5.94,7.34,8.68,10.00,11.28,12.55,13.79,15.03,16.25,17.46,18.67,19.86,21.05,,,,
16,2.83,4.47,5.94,7.34,8.68,10.00,11.28,12.55,13.79,15.03,16.25,17.46,18.67,19.86,21.05,22.23,,,
17,2.83,4.46,5.94,7.34,8.68,9.99,11.28,12.55,13.79,15.03,16.25,17.46,18.67,19.86,21.05,22.23,23.41,,
18,2.83,4.47,5.94,7.34,8.69,10.00,11.28,12.55,13.80,15.03,16.25,17.46,18.67,19.86,21.05,22.24,23.41,24.58,
19,2.79,4.38,5.83,7.21,8.55,9.85,11.13,12.39,13.63,14.86,16.08,17.29,18.49,19.68,20.86,22.04,23.21,24.38,25.55
