i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.93,,,,,,,,,,,,,,,,,,,
2,5.62,7.14,,,,,,,,,,,,,,,,,,
3,5.32,6.83,7.80,,,,,,,,,,,,,,,,,
4,5.01,6.52,7.49,8.45,,,,,,,,,,,,,,,,
5,4.70,6.22,7.18,8.14,9.09,,,,,,,,,,,,,,,
6,4.39,5.91,6.88,7.83,8.78,9.73,,,,,,,,,,,,,,
7,4.08,5.60,6.57,7.52,8.48,9.42,10.36,,,,,,,,,,,,,
8,3.77,5.29,6.26,7.22,8.17,9.11,10.06,11.00,,,,,,,,,,,,
9,3.47,4.98,5.95,6.91,7.86,8.81,9.75,10.69,11.63,,,,,,,,,,,
10,3.16,4.67,5.64,6.60,7.55,8.50,9.44,10.38,11.32,12.25,,,,,,,,,,
11,2.85,4.37,5.33,6.29,7.24,8.19,9.13,10.07,11.01,11.94,12.88,,,,,,,,,
12,2.54,4.06,5.03,5.98,6.94,7.88,8.82,9.76,10.70,11.64,12.57,13.50,,,,,,,,
13,2.23,3.75,4.72,5.68,6.63,7.57,8.52,9.46,10.39,11.33,12.26,13.19,14.12,,,,,,,
14,1.93,3.44,4.41,5.37,6.32,7.26,8.21,9.15,10.08,11.02,11.95,12.89,13.82,14.75,,,,,,
15,1.62,3.13,4.10,5.06,6.01,6.96,7.90,8.84,9.78,10.71,11.65,12.58,13.51,14.44,15.37,,,,,
16,1.31,2.83,3.79,4.75,5.70,6.65,7.59,8.53,9.47,10.40,11.34,12.27,13.20,14.13,15.06,15.99,,,,
17,1.00,2.52,3.49,4.44,5.39,6.34,7.28,8.22,9.16,10.10,11.03,11.96,12.89,13.82,14.75,15.68,16.60,,,
18,0.69,2.21,3.18,4.14,5.09,6.03,6.97,7.91,8.85,9.79,10.72,11.65,12.58,13.51,14.44,15.37,16.30,17.22,,
19,0.40,1.91,2.87,3.83,4.78,5.72,6.67,7.60,8.54,9.48,10.41,11.34,12.27,13.20,14.13,15.06,15.98,16.91,17.83,
20,0.00,1.43,2.33,3.23,4.13,5.03,5.93,6.83,7.73,8.63,9.53,10.43,11.33,12.23,13.13,14.03,14.93,15.83,16.73,17.63
