i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.91,,,,,,,,,,,,,,,,,,,
2,8.44,9.17,,,,,,,,,,,,,,,,,,
3,7.96,8.70,9.37,,,,,,,,,,,,,,,,,
4,7.49,8.22,8.89,9.53,,,,,,,,,,,,,,,,
5,7.01,7.75,8.42,9.06,9.68,,,,,,,,,,,,,,,
6,6.53,7.27,7.94,8.58,9.20,9.81,,,,,,,,,,,,,,
7,6.06,6.80,7.46,8.10,8.73,9.34,9.94,,,,,,,,,,,,,
8,5.58,6.32,6.99,7.63,8.25,8.86,9.46,10.06,,,,,,,,,,,,
9,5.11,5.84,6.51,7.15,7.78,8.39,8.99,9.58,10.17,,,,,,,,,,,
10,4.63,5.37,6.04,6.68,7.30,7.91,8.51,9.10,9.69,10.27,,,,,,,,,,
11,4.15,4.89,5.56,6.20,6.82,7.43,8.03,8.63,9.21,9.80,10.37,,,,,,,,,
12,3.68,4.42,5.09,5.72,6.35,6.96,7.56,8.15,8.74,9.32,9.90,10.47,,,,,,,,
13,3.20,3.94,4.61,5.25,5.87,6.48,7.08,7.68,8.26,8.84,9.42,10.00,10.57,,,,,,,
14,2.73,3.46,4.13,4.77,5.40,6.01,6.61,7.20,7.79,8.37,8.95,9.52,10.09,10.66,,,,,,
15,2.25,2.99,3.66,4.30,4.92,5.53,6.13,6.72,7.31,7.89,8.47,9.04,9.62,10.18,10.75,,,,,
16,1.78,2.51,3.18,3.82,4.44,5.05,5.65,6.25,6.83,7.42,7.99,8.57,9.14,9.71,10.27,10.84,,,,
17,1.30,2.04,2.71,3.34,3.97,4.58,5.18,5.77,6.36,6.94,7.52,8.09,8.66,9.23,9.80,10.36,10.92,,,
18,0.83,1.56,2.23,2.86,3.49,4.09,4.69,5.29,5.87,6.45,7.03,7.60,8.17,8.74,9.31,9.87,10.43,10.99,,
19,0.36,1.07,1.72,2.34,2.95,3.55,4.14,4.72,5.30,5.87,6.44,7.01,7.58,8.14,8.70,9.25,9.81,10.36,10.92,
20,0.00,0.51,1.01,1.51,2.01,2.51,3.01,3.51,4.01,4.51,5.01,5.51,6.01,6.51,7.01,7.51,8.01,8.51,9.01,9.51
