i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.13,,,,,,,,,,,,,,,,,,
2,1.13,2.20,,,,,,,,,,,,,,,,,
3,1.13,2.20,3.22,,,,,,,,,,,,,,,,
4,1.13,2.20,3.22,4.25,,,,,,,,,,,,,,,
5,1.13,2.20,3.22,4.25,5.29,,,,,,,,,,,,,,
6,1.13,2.20,3.22,4.25,5.29,6.32,,,,,,,,,,,,,
7,1.13,2.20,3.22,4.25,5.29,6.32,7.36,,,,,,,,,,,,
8,1.13,2.20,3.22,4.25,5.29,6.32,7.36,8.39,,,,,,,,,,,
9,1.13,2.20,3.22,4.25,5.29,6.32,7.36,8.39,9.42,,,,,,,,,,
10,1.13,2.20,3.22,4.25,5.29,6.32,7.36,8.39,9.42,10.45,,,,,,,,,
11,1.13,2.20,3.22,4.25,5.29,6.32,7.36,8.39,9.42,10.45,11.47,,,,,,,,
12,1.13,2.20,3.22,4.25,5.29,6.32,7.36,8.39,9.42,10.45,11.47,12.50,,,,,,,
13,1.13,2.20,3.22,4.25,5.29,6.32,7.36,8.39,9.42,10.45,11.47,12.50,13.52,,,,,,
14,1.13,2.20,3.22,4.25,5.29,6.32,7.36,8.39,9.42,10.45,11.47,12.50,13.52,14.54,,,,,
15,1.13,2.20,3.22,4.25,5.29,6.32,7.36,8.39,9.42,10.45,11.47,12.50,13.52,14.54,15.57,,,,
16,1.13,2.20,3.21,4.25,5.29,6.32,7.35,8.39,9.42,10.44,11.47,12.50,13.52,14.54,15.56,16.58,,,
17,1.13,2.19,3.21,4.24,5.28,6.31,7.35,8.38,9.41,10.43,11.46,12.49,13.51,14.53,15.55,16.57,17.59,,
18,1.07,2.14,3.14,4.17,5.20,6.23,7.26,8.29,9.31,10.34,11.36,12.38,13.40,14.42,15.44,16.46,17.48,18.50,
19,0.78,1.73,2.69,3.67,4.65,5.64,6.64,7.63,8.63,9.62,10.62,11.62,12.62,13.62,14.62,15.62,16.62,17.62,18.61
