i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.87,,,,,,,,,,,,,,,,,,,
2,10.30,11.43,,,,,,,,,,,,,,,,,,
3,9.74,10.86,11.55,,,,,,,,,,,,,,,,,
4,9.18,10.30,10.99,11.65,,,,,,,,,,,,,,,,
5,8.61,9.74,10.42,11.09,11.73,,,,,,,,,,,,,,,
6,8.05,9.17,9.86,10.52,11.17,11.80,,,,,,,,,,,,,,
7,7.48,8.61,9.29,9.96,10.60,11.23,11.86,,,,,,,,,,,,,
8,6.92,8.04,8.73,9.39,10.04,10.67,11.29,11.91,,,,,,,,,,,,
9,6.36,7.48,8.17,8.83,9.47,10.11,10.73,11.34,11.95,,,,,,,,,,,
10,5.79,6.92,7.60,8.27,8.91,9.54,10.16,10.78,11.39,11.99,,,,,,,,,,
11,5.23,6.35,7.04,7.70,8.35,8.98,9.60,10.21,10.82,11.42,12.02,,,,,,,,,
12,4.66,5.79,6.48,7.14,7.78,8.41,9.04,9.65,10.26,10.86,11.46,12.05,,,,,,,,
13,4.10,5.22,5.91,6.57,7.22,7.85,8.47,9.09,9.69,10.30,10.89,11.48,12.07,,,,,,,
14,3.54,4.66,5.35,6.01,6.65,7.29,7.91,8.52,9.13,9.73,10.33,10.92,11.51,12.09,,,,,,
15,2.97,4.10,4.78,5.45,6.09,6.72,7.34,7.96,8.57,9.17,9.76,10.36,10.94,11.53,12.11,,,,,
16,2.41,3.53,4.22,4.88,5.53,6.16,6.78,7.39,8.00,8.60,9.20,9.79,10.38,10.96,11.55,12.13,,,,
17,1.84,2.97,3.65,4.32,4.96,5.59,6.21,6.83,7.43,8.04,8.63,9.22,9.81,10.40,10.98,11.56,12.13,,,
18,1.28,2.40,3.08,3.74,4.38,5.01,5.63,6.25,6.85,7.45,8.05,8.64,9.22,9.81,10.39,10.97,11.54,12.12,,
19,0.69,1.79,2.44,3.08,3.71,4.32,4.93,5.53,6.13,6.72,7.30,7.88,8.46,9.04,9.61,10.18,10.75,11.32,11.88,
20,0.00,0.91,1.41,1.91,2.41,2.91,3.41,3.91,4.41,4.91,5.41,5.91,6.41,6.91,7.41,7.91,8.41,8.91,9.41,9.91
