i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.83,,,,,,,,,,,,,,,,,,,
2,3.63,3.90,,,,,,,,,,,,,,,,,,
3,3.42,3.69,4.26,,,,,,,,,,,,,,,,,
4,3.21,3.48,4.06,4.62,,,,,,,,,,,,,,,,
5,3.00,3.27,3.85,4.41,4.96,,,,,,,,,,,,,,,
6,2.79,3.06,3.64,4.20,4.75,5.30,,,,,,,,,,,,,,
7,2.59,2.86,3.43,3.99,4.54,5.09,5.63,,,,,,,,,,,,,
8,2.38,2.65,3.22,3.78,4.33,4.88,5.42,5.96,,,,,,,,,,,,
9,2.17,2.44,3.02,3.58,4.13,4.67,5.21,5.75,6.29,,,,,,,,,,,
10,1.96,2.23,2.81,3.37,3.92,4.46,5.01,5.54,6.08,6.61,,,,,,,,,,
11,1.75,2.02,2.60,3.16,3.71,4.26,4.80,5.34,5.87,6.40,6.94,,,,,,,,,
12,1.55,1.82,2.39,2.95,3.50,4.05,4.59,5.13,5.66,6.20,6.73,7.30,,,,,,,,
13,1.34,1.61,2.18,2.74,3.29,3.84,4.38,4.92,5.45,5.99,6.52,7.09,7.57,,,,,,,
14,1.13,1.40,1.98,2.54,3.09,3.63,4.17,4.71,5.25,5.78,6.31,6.89,7.37,6.75,,,,,,
15,0.92,1.19,1.77,2.33,2.88,3.42,3.96,4.50,5.04,5.57,6.10,6.66,7.16,6.75,-33.13,,,,,
16,0.71,0.98,1.56,2.12,2.67,3.22,3.76,4.29,4.83,5.36,5.90,6.45,6.96,6.74,-24.67,-389.02,,,,
17,0.51,0.78,1.35,1.91,2.46,3.01,3.55,4.09,4.62,5.16,5.69,6.24,6.76,6.74,-16.21,-283.58,-21404.05,,,
18,0.30,0.57,1.14,1.70,2.25,2.80,3.34,3.88,4.41,4.95,5.48,6.02,6.55,6.73,-7.71,-177.70,-13670.49,-74801.32,,
19,0.10,0.36,0.93,1.49,2.03,2.58,3.12,3.65,4.18,4.72,5.25,5.78,6.34,6.81,2.38,-109.54,-4459.53,-22519.48,-2281341.68,
20,0.00,0.15,0.65,1.15,1.65,2.15,2.65,3.15,3.65,4.15,4.65,5.15,5.65,6.15,6.65,7.15,7.65,8.15,8.65,9.15
