i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.70,,,,,,,,,,,,,,,,,,
2,1.70,2.71,,,,,,,,,,,,,,,,,
3,1.70,2.71,3.77,,,,,,,,,,,,,,,,
4,1.70,2.71,3.77,4.82,,,,,,,,,,,,,,,
5,1.70,2.71,3.77,4.82,5.87,,,,,,,,,,,,,,
6,1.70,2.71,3.77,4.82,5.87,6.91,,,,,,,,,,,,,
7,1.70,2.71,3.77,4.82,5.87,6.91,7.94,,,,,,,,,,,,
8,1.70,2.71,3.77,4.82,5.87,6.91,7.94,8.97,,,,,,,,,,,
9,1.70,2.71,3.77,4.82,5.87,6.91,7.94,8.97,10.01,,,,,,,,,,
10,1.70,2.71,3.77,4.82,5.87,6.91,7.94,8.97,10.01,11.04,,,,,,,,,
11,1.70,2.71,3.77,4.82,5.87,6.91,7.94,8.97,10.01,11.04,12.07,,,,,,,,
12,1.70,2.71,3.77,4.82,5.87,6.91,7.94,8.97,10.01,11.04,12.07,13.09,,,,,,,
13,1.70,2.71,3.77,4.82,5.87,6.91,7.94,8.97,10.01,11.04,12.07,13.09,14.12,,,,,,
14,1.70,2.71,3.77,4.82,5.87,6.91,7.94,8.97,10.01,11.04,12.07,13.09,14.12,15.14,,,,,
15,1.70,2.71,3.77,4.82,5.87,6.91,7.94,8.97,10.01,11.04,12.07,13.09,14.12,15.14,16.17,,,,
16,1.70,2.71,3.77,4.82,5.86,6.90,7.94,8.97,10.00,11.03,12.06,13.09,14.12,15.14,16.16,17.19,,,
17,1.70,2.70,3.76,4.81,5.85,6.89,7.93,8.96,9.99,11.02,12.05,13.08,14.10,15.13,16.15,17.17,18.20,,
18,1.64,2.62,3.67,4.71,5.75,6.79,7.82,8.85,9.87,10.90,11.93,12.95,13.97,14.99,16.01,17.04,18.05,19.07,
19,1.18,2.16,3.14,4.12,5.11,6.09,7.09,8.08,9.07,10.07,11.07,12.07,13.06,14.06,15.06,16.06,17.06,18.06,19.05
