i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.64,,,,,,,,,,,,,,,,,,
2,1.64,2.62,,,,,,,,,,,,,,,,,
3,1.64,2.62,3.68,,,,,,,,,,,,,,,,
4,1.64,2.62,3.68,4.72,,,,,,,,,,,,,,,
5,1.64,2.62,3.68,4.72,5.77,,,,,,,,,,,,,,
6,1.64,2.62,3.68,4.72,5.77,6.81,,,,,,,,,,,,,
7,1.64,2.62,3.68,4.72,5.77,6.81,7.84,,,,,,,,,,,,
8,1.64,2.62,3.68,4.72,5.77,6.81,7.84,8.88,,,,,,,,,,,
9,1.64,2.62,3.68,4.72,5.77,6.81,7.84,8.88,9.91,,,,,,,,,,
10,1.64,2.62,3.68,4.72,5.77,6.81,7.84,8.88,9.91,10.94,,,,,,,,,
11,1.64,2.62,3.68,4.72,5.77,6.81,7.84,8.88,9.91,10.94,11.97,,,,,,,,
12,1.64,2.62,3.68,4.72,5.77,6.81,7.84,8.88,9.91,10.94,11.97,13.00,,,,,,,
13,1.64,2.62,3.68,4.72,5.77,6.81,7.84,8.88,9.91,10.94,11.97,13.00,14.02,,,,,,
14,1.64,2.62,3.68,4.72,5.77,6.81,7.84,8.88,9.91,10.94,11.97,13.00,14.02,15.05,,,,,
15,1.64,2.62,3.68,4.72,5.77,6.81,7.84,8.88,9.91,10.94,11.97,13.00,14.02,15.05,16.07,,,,
16,1.63,2.61,3.67,4.72,5.77,6.81,7.84,8.88,9.91,10.94,11.97,12.99,14.02,15.04,16.07,17.09,,,
17,1.63,2.61,3.67,4.71,5.76,6.80,7.83,8.87,9.90,10.93,11.95,12.98,14.01,15.03,16.05,17.08,18.10,,
18,1.58,2.53,3.58,4.62,5.66,6.69,7.72,8.75,9.78,10.80,11.83,12.85,13.88,14.90,15.92,16.94,17.96,18.98,
19,1.09,2.07,3.05,4.03,5.01,6.00,6.99,7.99,8.98,9.98,10.97,11.97,12.97,13.97,14.97,15.97,16.96,17.96,18.96
