i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.76,,,,,,,,,,,,,,,,,,,
2,10.20,11.15,,,,,,,,,,,,,,,,,,
3,9.64,10.59,11.29,,,,,,,,,,,,,,,,,
4,9.07,10.03,10.72,11.40,,,,,,,,,,,,,,,,
5,8.51,9.46,10.16,10.83,11.48,,,,,,,,,,,,,,,
6,7.95,8.90,9.60,10.27,10.92,11.56,,,,,,,,,,,,,,
7,7.38,8.33,9.03,9.70,10.36,10.99,11.62,,,,,,,,,,,,,
8,6.82,7.77,8.47,9.14,9.79,10.43,11.06,11.68,,,,,,,,,,,,
9,6.25,7.21,7.90,8.58,9.23,9.87,10.49,11.11,11.72,,,,,,,,,,,
10,5.69,6.64,7.34,8.01,8.66,9.30,9.93,10.55,11.16,11.76,,,,,,,,,,
11,5.13,6.08,6.78,7.45,8.10,8.74,9.37,9.98,10.59,11.20,11.80,,,,,,,,,
12,4.56,5.52,6.21,6.88,7.54,8.17,8.80,9.42,10.03,10.63,11.23,11.83,,,,,,,,
13,4.00,4.95,5.65,6.32,6.97,7.61,8.24,8.86,9.47,10.07,10.67,11.26,11.85,,,,,,,
14,3.43,4.39,5.08,5.76,6.41,7.05,7.67,8.29,8.90,9.51,10.11,10.70,11.29,11.88,,,,,,
15,2.87,3.82,4.52,5.19,5.84,6.48,7.11,7.73,8.34,8.94,9.54,10.14,10.73,11.31,11.90,,,,,
16,2.31,3.26,3.96,4.63,5.28,5.92,6.55,7.16,7.77,8.38,8.98,9.57,10.16,10.75,11.33,11.91,,,,
17,1.74,2.69,3.39,4.06,4.71,5.35,5.98,6.60,7.21,7.81,8.41,9.00,9.59,10.18,10.76,11.35,11.92,,,
18,1.18,2.13,2.82,3.49,4.14,4.77,5.40,6.02,6.62,7.23,7.83,8.42,9.01,9.59,10.18,10.76,11.33,11.91,,
19,0.57,1.52,2.19,2.84,3.47,4.09,4.70,5.31,5.90,6.50,7.08,7.67,8.25,8.83,9.40,9.97,10.54,11.11,11.68,
20,0.00,0.73,1.23,1.73,2.23,2.73,3.23,3.73,4.23,4.73,5.23,5.73,6.23,6.73,7.23,7.73,8.23,8.73,9.23,9.73
