i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.21,,,,,,,,,,,,,,,,,,
2,1.21,2.27,,,,,,,,,,,,,,,,,
3,1.21,2.27,3.29,,,,,,,,,,,,,,,,
4,1.21,2.27,3.29,4.33,,,,,,,,,,,,,,,
5,1.21,2.27,3.29,4.33,5.37,,,,,,,,,,,,,,
6,1.21,2.27,3.29,4.33,5.37,6.41,,,,,,,,,,,,,
7,1.21,2.27,3.29,4.33,5.37,6.41,7.44,,,,,,,,,,,,
8,1.21,2.27,3.29,4.33,5.37,6.41,7.44,8.47,,,,,,,,,,,
9,1.21,2.27,3.29,4.33,5.37,6.41,7.44,8.47,9.51,,,,,,,,,,
10,1.21,2.27,3.29,4.33,5.37,6.41,7.44,8.47,9.51,10.54,,,,,,,,,
11,1.21,2.27,3.29,4.33,5.37,6.41,7.44,8.47,9.51,10.54,11.57,,,,,,,,
12,1.21,2.27,3.29,4.33,5.37,6.41,7.44,8.47,9.51,10.54,11.57,12.60,,,,,,,
13,1.21,2.27,3.29,4.33,5.37,6.41,7.44,8.47,9.51,10.54,11.57,12.60,13.62,,,,,,
14,1.21,2.27,3.29,4.33,5.37,6.41,7.44,8.47,9.51,10.54,11.57,12.60,13.62,14.65,,,,,
15,1.21,2.27,3.29,4.33,5.37,6.41,7.44,8.47,9.51,10.54,11.57,12.60,13.62,14.65,15.68,,,,
16,1.21,2.27,3.29,4.33,5.37,6.40,7.43,8.47,9.51,10.54,11.56,12.60,13.62,14.65,15.68,16.70,,,
17,1.21,2.26,3.29,4.32,5.36,6.39,7.42,8.46,9.49,10.53,11.55,12.59,13.62,14.63,15.66,16.68,17.70,,
18,1.15,2.20,3.19,4.22,5.25,6.29,7.32,8.35,9.38,10.40,11.44,12.46,13.48,14.51,15.53,16.55,17.57,18.59,
19,0.79,1.73,2.69,3.65,4.63,5.62,6.62,7.61,8.60,9.60,10.60,11.59,12.59,13.59,14.59,15.59,16.59,17.59,18.58
