i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.86,,,,,,,,,,,,,,,,,,,
2,10.30,11.41,,,,,,,,,,,,,,,,,,
3,9.73,10.84,11.53,,,,,,,,,,,,,,,,,
4,9.17,10.28,10.97,11.63,,,,,,,,,,,,,,,,
5,8.60,9.72,10.40,11.07,11.71,,,,,,,,,,,,,,,
6,8.04,9.15,9.84,10.50,11.15,11.78,,,,,,,,,,,,,,
7,7.48,8.59,9.28,9.94,10.58,11.22,11.84,,,,,,,,,,,,,
8,6.91,8.02,8.71,9.37,10.02,10.65,11.28,11.89,,,,,,,,,,,,
9,6.35,7.46,8.15,8.81,9.46,10.09,10.71,11.33,11.93,,,,,,,,,,,
10,5.78,6.90,7.58,8.25,8.89,9.52,10.15,10.76,11.37,11.97,,,,,,,,,,
11,5.22,6.33,7.02,7.68,8.33,8.96,9.58,10.20,10.80,11.41,12.00,,,,,,,,,
12,4.66,5.77,6.46,7.12,7.76,8.40,9.02,9.63,10.24,10.84,11.44,12.03,,,,,,,,
13,4.09,5.20,5.89,6.56,7.20,7.83,8.46,9.07,9.68,10.28,10.88,11.47,12.06,,,,,,,
14,3.53,4.64,5.33,5.99,6.64,7.27,7.89,8.51,9.11,9.71,10.31,10.90,11.49,12.08,,,,,,
15,2.97,4.08,4.76,5.43,6.07,6.71,7.33,7.94,8.55,9.15,9.75,10.34,10.93,11.51,12.10,,,,,
16,2.40,3.51,4.20,4.86,5.51,6.14,6.76,7.38,7.98,8.59,9.18,9.78,10.36,10.95,11.53,12.11,,,,
17,1.84,2.95,3.63,4.30,4.94,5.57,6.20,6.81,7.42,8.02,8.62,9.21,9.80,10.38,10.96,11.54,12.12,,,
18,1.28,2.38,3.06,3.72,4.36,5.00,5.62,6.23,6.83,7.43,8.03,8.62,9.21,9.79,10.37,10.95,11.53,12.10,,
19,0.68,1.77,2.43,3.07,3.69,4.31,4.91,5.51,6.11,6.70,7.28,7.87,8.45,9.02,9.60,10.17,10.74,11.30,11.87,
20,0.00,0.90,1.40,1.90,2.40,2.90,3.40,3.90,4.40,4.90,5.40,5.90,6.40,6.90,7.40,7.90,8.40,8.90,9.40,9.90
