i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.90,,,,,,,,,,,,,,,,,,,
2,10.33,11.52,,,,,,,,,,,,,,,,,,
3,9.77,10.96,11.64,,,,,,,,,,,,,,,,,
4,9.21,10.40,11.08,11.74,,,,,,,,,,,,,,,,
5,8.64,9.83,10.52,11.17,11.82,,,,,,,,,,,,,,,
6,8.08,9.27,9.95,10.61,11.25,11.88,,,,,,,,,,,,,,
7,7.51,8.70,9.39,10.05,10.69,11.32,11.94,,,,,,,,,,,,,
8,6.95,8.14,8.82,9.48,10.13,10.76,11.38,11.99,,,,,,,,,,,,
9,6.39,7.58,8.26,8.92,9.56,10.19,10.81,11.43,12.03,,,,,,,,,,,
10,5.82,7.01,7.70,8.36,9.00,9.63,10.25,10.86,11.47,12.07,,,,,,,,,,
11,5.26,6.45,7.13,7.79,8.43,9.06,9.68,10.30,10.90,11.50,12.10,,,,,,,,,
12,4.69,5.88,6.57,7.23,7.87,8.50,9.12,9.73,10.34,10.94,11.54,12.13,,,,,,,,
13,4.13,5.32,6.00,6.66,7.31,7.94,8.56,9.17,9.78,10.38,10.97,11.56,12.15,,,,,,,
14,3.57,4.76,5.44,6.10,6.74,7.37,7.99,8.61,9.21,9.81,10.41,11.00,11.59,12.17,,,,,,
15,3.00,4.19,4.88,5.54,6.18,6.81,7.43,8.04,8.65,9.25,9.84,10.44,11.02,11.61,12.19,,,,,
16,2.44,3.63,4.31,4.97,5.61,6.24,6.86,7.48,8.08,8.68,9.28,9.87,10.46,11.04,11.62,12.20,,,,
17,1.87,3.06,3.75,4.41,5.05,5.68,6.30,6.91,7.52,8.12,8.71,9.30,9.89,10.48,11.06,11.64,12.21,,,
18,1.31,2.49,3.17,3.83,4.47,5.10,5.72,6.33,6.93,7.53,8.13,8.72,9.30,9.89,10.47,11.05,11.62,12.19,,
19,0.73,1.88,2.54,3.17,3.79,4.41,5.01,5.61,6.21,6.79,7.38,7.96,8.54,9.12,9.69,10.26,10.83,11.39,11.96,
20,0.00,0.98,1.48,1.98,2.48,2.98,3.48,3.98,4.48,4.98,5.48,5.98,6.48,6.98,7.48,7.98,8.48,8.98,9.48,9.98
