i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.84,,,,,,,,,,,,,,,,,,,
2,10.28,11.40,,,,,,,,,,,,,,,,,,
3,9.72,10.84,11.52,,,,,,,,,,,,,,,,,
4,9.16,10.27,10.96,11.62,,,,,,,,,,,,,,,,
5,8.59,9.71,10.40,11.06,11.71,,,,,,,,,,,,,,,
6,8.03,9.15,9.84,10.50,11.14,11.77,,,,,,,,,,,,,,
7,7.47,8.59,9.27,9.93,10.58,11.21,11.83,,,,,,,,,,,,,
8,6.90,8.02,8.71,9.37,10.02,10.65,11.27,11.88,,,,,,,,,,,,
9,6.34,7.46,8.15,8.81,9.45,10.09,10.71,11.32,11.93,,,,,,,,,,,
10,5.78,6.90,7.58,8.25,8.89,9.52,10.14,10.76,11.36,11.97,,,,,,,,,,
11,5.21,6.33,7.02,7.68,8.33,8.96,9.58,10.19,10.80,11.40,12.00,,,,,,,,,
12,4.65,5.77,6.46,7.12,7.76,8.40,9.02,9.63,10.24,10.84,11.44,12.03,,,,,,,,
13,4.09,5.21,5.89,6.56,7.20,7.83,8.46,9.07,9.68,10.28,10.87,11.47,12.05,,,,,,,
14,3.53,4.64,5.33,5.99,6.64,7.27,7.89,8.51,9.11,9.71,10.31,10.90,11.49,12.08,,,,,,
15,2.96,4.08,4.77,5.43,6.08,6.71,7.33,7.94,8.55,9.15,9.75,10.34,10.93,11.51,12.09,,,,,
16,2.40,3.52,4.21,4.87,5.51,6.14,6.77,7.38,7.99,8.59,9.18,9.78,10.36,10.95,11.53,12.11,,,,
17,1.84,2.95,3.64,4.30,4.95,5.58,6.20,6.81,7.42,8.02,8.62,9.21,9.80,10.38,10.96,11.54,12.12,,,
18,1.28,2.39,3.07,3.73,4.37,5.00,5.62,6.23,6.84,7.44,8.03,8.62,9.21,9.79,10.38,10.95,11.53,12.10,,
19,0.69,1.78,2.43,3.07,3.70,4.31,4.92,5.52,6.11,6.70,7.29,7.87,8.45,9.03,9.60,10.17,10.74,11.31,11.87,
20,0.00,0.90,1.40,1.90,2.40,2.90,3.40,3.90,4.40,4.90,5.40,5.90,6.40,6.90,7.40,7.90,8.40,8.90,9.40,9.90
