i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.67,,,,,,,,,,,,,,,,,,,
2,9.16,10.10,,,,,,,,,,,,,,,,,,
3,8.65,9.59,10.27,,,,,,,,,,,,,,,,,
4,8.15,9.09,9.76,10.40,,,,,,,,,,,,,,,,
5,7.64,8.58,9.25,9.90,10.52,,,,,,,,,,,,,,,
6,7.13,8.07,8.74,9.39,10.02,10.63,,,,,,,,,,,,,,
7,6.62,7.56,8.24,8.88,9.51,10.12,10.73,,,,,,,,,,,,,
8,6.12,7.06,7.73,8.37,9.00,9.62,10.22,10.82,,,,,,,,,,,,
9,5.61,6.55,7.22,7.87,8.49,9.11,9.71,10.31,10.90,,,,,,,,,,,
10,5.10,6.04,6.71,7.36,7.99,8.60,9.21,9.80,10.40,10.98,,,,,,,,,,
11,4.59,5.53,6.21,6.85,7.48,8.09,8.70,9.30,9.89,10.48,11.06,,,,,,,,,
12,4.09,5.03,5.70,6.34,6.97,7.59,8.19,8.79,9.38,9.97,10.55,11.13,,,,,,,,
13,3.58,4.52,5.19,5.84,6.46,7.08,7.68,8.28,8.87,9.46,10.04,10.62,11.20,,,,,,,
14,3.07,4.01,4.68,5.33,5.96,6.57,7.18,7.77,8.37,8.95,9.54,10.12,10.69,11.27,,,,,,
15,2.56,3.51,4.18,4.82,5.45,6.06,6.67,7.27,7.86,8.45,9.03,9.61,10.18,10.76,11.33,,,,,
16,2.06,3.00,3.67,4.31,4.94,5.56,6.16,6.76,7.35,7.94,8.52,9.10,9.68,10.25,10.82,11.39,,,,
17,1.55,2.49,3.16,3.80,4.43,5.05,5.65,6.25,6.84,7.43,8.01,8.59,9.17,9.74,10.31,10.88,11.44,,,
18,1.04,1.98,2.65,3.29,3.92,4.53,5.13,5.73,6.32,6.91,7.49,8.07,8.64,9.22,9.79,10.35,10.92,11.48,,
19,0.54,1.45,2.09,2.72,3.33,3.93,4.53,5.11,5.70,6.27,6.85,7.42,7.99,8.55,9.12,9.68,10.24,10.80,11.35,
20,0.00,0.73,1.23,1.73,2.23,2.73,3.23,3.73,4.23,4.73,5.23,5.73,6.23,6.73,7.23,7.73,8.23,8.73,9.23,9.73
