i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.53,,,,,,,,,,,,,,,,,,
2,1.53,2.46,,,,,,,,,,,,,,,,,
3,1.53,2.46,3.51,,,,,,,,,,,,,,,,
4,1.53,2.46,3.51,4.56,,,,,,,,,,,,,,,
5,1.53,2.46,3.51,4.56,5.60,,,,,,,,,,,,,,
6,1.53,2.46,3.51,4.56,5.60,6.64,,,,,,,,,,,,,
7,1.53,2.46,3.51,4.56,5.60,6.64,7.68,,,,,,,,,,,,
8,1.53,2.46,3.51,4.56,5.60,6.64,7.68,8.71,,,,,,,,,,,
9,1.53,2.46,3.51,4.56,5.60,6.64,7.68,8.71,9.75,,,,,,,,,,
10,1.53,2.46,3.51,4.56,5.60,6.64,7.68,8.71,9.75,10.78,,,,,,,,,
11,1.53,2.46,3.51,4.56,5.60,6.64,7.68,8.71,9.75,10.78,11.81,,,,,,,,
12,1.53,2.46,3.51,4.56,5.60,6.64,7.68,8.71,9.75,10.78,11.81,12.83,,,,,,,
13,1.53,2.46,3.51,4.56,5.60,6.64,7.68,8.71,9.75,10.78,11.81,12.83,13.86,,,,,,
14,1.53,2.46,3.51,4.56,5.60,6.64,7.68,8.71,9.75,10.78,11.81,12.83,13.86,14.88,,,,,
15,1.53,2.46,3.51,4.56,5.60,6.64,7.68,8.71,9.75,10.78,11.81,12.83,13.86,14.88,15.91,,,,
16,1.53,2.46,3.51,4.56,5.60,6.64,7.68,8.71,9.74,10.77,11.80,12.83,13.86,14.88,15.91,16.93,,,
17,1.52,2.45,3.50,4.55,5.59,6.63,7.67,8.70,9.73,10.76,11.79,12.82,13.84,14.87,15.89,16.91,17.94,,
18,1.48,2.38,3.42,4.46,5.49,6.52,7.56,8.59,9.62,10.64,11.67,12.69,13.71,14.74,15.76,16.78,17.80,18.81,
19,0.95,1.92,2.89,3.87,4.85,5.84,6.83,7.83,8.82,9.82,10.82,11.81,12.81,13.81,14.81,15.81,16.80,17.80,18.80
