i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.19,,,,,,,,,,,,,,,,,,
2,1.19,2.26,,,,,,,,,,,,,,,,,
3,1.19,2.26,3.28,,,,,,,,,,,,,,,,
4,1.19,2.26,3.28,4.31,,,,,,,,,,,,,,,
5,1.19,2.26,3.28,4.31,5.35,,,,,,,,,,,,,,
6,1.19,2.26,3.28,4.31,5.35,6.39,,,,,,,,,,,,,
7,1.19,2.26,3.28,4.31,5.35,6.39,7.42,,,,,,,,,,,,
8,1.19,2.26,3.28,4.31,5.35,6.39,7.42,8.46,,,,,,,,,,,
9,1.19,2.26,3.28,4.31,5.35,6.39,7.42,8.46,9.49,,,,,,,,,,
10,1.19,2.26,3.28,4.31,5.35,6.39,7.42,8.46,9.49,10.52,,,,,,,,,
11,1.19,2.26,3.28,4.31,5.35,6.39,7.42,8.46,9.49,10.52,11.55,,,,,,,,
12,1.19,2.26,3.28,4.31,5.35,6.39,7.42,8.46,9.49,10.52,11.55,12.58,,,,,,,
13,1.19,2.26,3.28,4.31,5.35,6.39,7.42,8.46,9.49,10.52,11.55,12.58,13.61,,,,,,
14,1.19,2.26,3.28,4.31,5.35,6.39,7.42,8.46,9.49,10.52,11.55,12.58,13.61,14.64,,,,,
15,1.19,2.26,3.28,4.31,5.35,6.39,7.42,8.46,9.49,10.52,11.55,12.58,13.61,14.64,15.66,,,,
16,1.19,2.26,3.27,4.31,5.35,6.38,7.42,8.46,9.49,10.52,11.55,12.58,13.61,14.63,15.66,16.68,,,
17,1.19,2.25,3.27,4.30,5.34,6.37,7.41,8.44,9.48,10.51,11.54,12.57,13.59,14.62,15.65,16.67,17.69,,
18,1.14,2.19,3.18,4.21,5.24,6.27,7.30,8.33,9.36,10.39,11.42,12.44,13.47,14.49,15.51,16.53,17.55,18.57,
19,0.78,1.72,2.67,3.64,4.62,5.61,6.60,7.59,8.58,9.58,10.58,11.57,12.57,13.57,14.57,15.57,16.57,17.57,18.57
