i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.72,,,,,,,,,,,,,,,,,,
2,0.72,1.78,,,,,,,,,,,,,,,,,
3,0.72,1.78,2.83,,,,,,,,,,,,,,,,
4,0.72,1.78,2.83,3.85,,,,,,,,,,,,,,,
5,0.72,1.78,2.83,3.85,4.88,,,,,,,,,,,,,,
6,0.72,1.78,2.83,3.85,4.88,5.89,,,,,,,,,,,,,
7,0.72,1.78,2.83,3.85,4.88,5.89,6.92,,,,,,,,,,,,
8,0.72,1.78,2.83,3.85,4.88,5.89,6.92,7.93,,,,,,,,,,,
9,0.72,1.78,2.83,3.85,4.88,5.89,6.92,7.93,8.95,,,,,,,,,,
10,0.72,1.78,2.83,3.85,4.88,5.89,6.92,7.93,8.95,9.96,,,,,,,,,
11,0.72,1.78,2.83,3.85,4.88,5.89,6.92,7.93,8.95,9.96,10.97,,,,,,,,
12,0.72,1.78,2.83,3.85,4.88,5.89,6.92,7.93,8.95,9.96,10.97,11.98,,,,,,,
13,0.72,1.78,2.83,3.85,4.88,5.89,6.92,7.93,8.95,9.96,10.97,11.98,13.00,,,,,,
14,0.72,1.78,2.83,3.85,4.88,5.89,6.92,7.93,8.95,9.96,10.97,11.98,13.00,14.02,,,,,
15,0.72,1.78,2.83,3.85,4.88,5.89,6.92,7.93,8.95,9.96,10.97,11.98,13.00,14.02,15.03,,,,
16,0.72,1.78,2.83,3.85,4.88,5.89,6.92,7.93,8.95,9.96,10.97,11.98,13.00,14.02,15.03,16.04,,,
17,0.72,1.77,2.83,3.85,4.88,5.89,6.92,7.93,8.95,9.96,10.97,11.98,12.99,14.01,15.02,16.02,17.04,,
18,0.70,1.76,2.81,3.83,4.85,5.87,6.88,7.91,8.91,9.93,10.95,11.96,12.96,13.97,14.98,15.99,17.00,18.01,
19,0.59,1.59,2.60,3.60,4.60,5.61,6.61,7.61,8.61,9.61,10.61,11.61,12.61,13.61,14.61,15.61,16.61,17.61,18.61
