i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.70,,,,,,,,,,,,,,,,,,
2,1.70,2.70,,,,,,,,,,,,,,,,,
3,1.70,2.70,3.76,,,,,,,,,,,,,,,,
4,1.70,2.70,3.76,4.81,,,,,,,,,,,,,,,
5,1.70,2.70,3.76,4.81,5.86,,,,,,,,,,,,,,
6,1.70,2.70,3.76,4.81,5.86,6.90,,,,,,,,,,,,,
7,1.70,2.70,3.76,4.81,5.86,6.90,7.93,,,,,,,,,,,,
8,1.70,2.70,3.76,4.81,5.86,6.90,7.93,8.96,,,,,,,,,,,
9,1.70,2.70,3.76,4.81,5.86,6.90,7.93,8.96,10.00,,,,,,,,,,
10,1.70,2.70,3.76,4.81,5.86,6.90,7.93,8.96,10.00,11.03,,,,,,,,,
11,1.70,2.70,3.76,4.81,5.86,6.90,7.93,8.96,10.00,11.03,12.05,,,,,,,,
12,1.70,2.70,3.76,4.81,5.86,6.90,7.93,8.96,10.00,11.03,12.05,13.08,,,,,,,
13,1.70,2.70,3.76,4.81,5.86,6.90,7.93,8.96,10.00,11.03,12.05,13.08,14.11,,,,,,
14,1.70,2.70,3.76,4.81,5.86,6.90,7.93,8.96,10.00,11.03,12.05,13.08,14.11,15.13,,,,,
15,1.70,2.70,3.76,4.81,5.86,6.90,7.93,8.96,10.00,11.03,12.05,13.08,14.11,15.13,16.15,,,,
16,1.69,2.70,3.76,4.81,5.85,6.89,7.93,8.96,9.99,11.02,12.05,13.08,14.10,15.13,16.15,17.17,,,
17,1.69,2.69,3.75,4.80,5.84,6.88,7.92,8.95,9.98,11.01,12.04,13.07,14.09,15.11,16.14,17.16,18.18,,
18,1.63,2.61,3.66,4.70,5.74,6.78,7.81,8.84,9.86,10.89,11.91,12.94,13.96,14.98,16.00,17.02,18.04,19.06,
19,1.17,2.15,3.13,4.11,5.10,6.08,7.08,8.07,9.06,10.06,11.06,12.05,13.05,14.05,15.05,16.05,17.04,18.04,19.04
