i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.66,,,,,,,,,,,,,,,,,,,
2,10.10,10.99,,,,,,,,,,,,,,,,,,
3,9.53,10.43,11.13,,,,,,,,,,,,,,,,,
4,8.97,9.86,10.56,11.24,,,,,,,,,,,,,,,,
5,8.41,9.30,10.00,10.68,11.33,,,,,,,,,,,,,,,
6,7.84,8.73,9.44,10.11,10.77,11.41,,,,,,,,,,,,,,
7,7.28,8.17,8.87,9.55,10.21,10.85,11.48,,,,,,,,,,,,,
8,6.71,7.61,8.31,8.98,9.64,10.28,10.92,11.54,,,,,,,,,,,,
9,6.15,7.04,7.74,8.42,9.08,9.72,10.35,10.97,11.59,,,,,,,,,,,
10,5.59,6.48,7.18,7.86,8.51,9.16,9.79,10.41,11.02,11.63,,,,,,,,,,
11,5.02,5.91,6.62,7.29,7.95,8.59,9.22,9.84,10.46,11.06,11.67,,,,,,,,,
12,4.46,5.35,6.05,6.73,7.39,8.03,8.66,9.28,9.89,10.50,11.10,11.70,,,,,,,,
13,3.89,4.79,5.49,6.17,6.82,7.47,8.10,8.72,9.33,9.94,10.54,11.13,11.72,,,,,,,
14,3.33,4.22,4.92,5.60,6.26,6.90,7.53,8.15,8.77,9.37,9.97,10.57,11.16,11.75,,,,,,
15,2.77,3.66,4.36,5.04,5.69,6.34,6.97,7.59,8.20,8.81,9.41,10.01,10.60,11.18,11.77,,,,,
16,2.20,3.09,3.80,4.47,5.13,5.77,6.40,7.02,7.64,8.24,8.84,9.44,10.03,10.62,11.21,11.79,,,,
17,1.64,2.53,3.23,3.91,4.56,5.21,5.84,6.46,7.07,7.68,8.28,8.87,9.47,10.05,10.64,11.22,11.80,,,
18,1.08,1.96,2.66,3.33,3.99,4.63,5.26,5.88,6.49,7.09,7.69,8.29,8.88,9.47,10.05,10.63,11.21,11.78,,
19,0.49,1.35,2.03,2.69,3.33,3.95,4.56,5.17,5.77,6.37,6.96,7.54,8.12,8.70,9.28,9.85,10.42,10.99,11.56,
20,0.00,0.64,1.14,1.64,2.14,2.64,3.14,3.64,4.14,4.64,5.14,5.64,6.14,6.64,7.14,7.64,8.14,8.64,9.14,9.64
