i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.80,,,,,,,,,,,,,,,,,,,
2,10.24,11.24,,,,,,,,,,,,,,,,,,
3,9.68,10.68,11.37,,,,,,,,,,,,,,,,,
4,9.11,10.11,10.81,11.48,,,,,,,,,,,,,,,,
5,8.55,9.55,10.24,10.91,11.56,,,,,,,,,,,,,,,
6,7.98,8.99,9.68,10.35,11.00,11.64,,,,,,,,,,,,,,
7,7.42,8.42,9.12,9.79,10.44,11.07,11.70,,,,,,,,,,,,,
8,6.86,7.86,8.55,9.22,9.87,10.51,11.13,11.75,,,,,,,,,,,,
9,6.29,7.30,7.99,8.66,9.31,9.94,10.57,11.19,11.80,,,,,,,,,,,
10,5.73,6.73,7.43,8.09,8.74,9.38,10.01,10.62,11.23,11.83,,,,,,,,,,
11,5.16,6.17,6.86,7.53,8.18,8.82,9.44,10.06,10.67,11.27,11.87,,,,,,,,,
12,4.60,5.60,6.30,6.97,7.62,8.25,8.88,9.49,10.10,10.71,11.30,11.90,,,,,,,,
13,4.04,5.04,5.73,6.40,7.05,7.69,8.31,8.93,9.54,10.14,10.74,11.33,11.92,,,,,,,
14,3.47,4.48,5.17,5.84,6.49,7.12,7.75,8.37,8.98,9.58,10.18,10.77,11.36,11.95,,,,,,
15,2.91,3.91,4.61,5.27,5.92,6.56,7.19,7.80,8.41,9.01,9.61,10.21,10.80,11.38,11.97,,,,,
16,2.34,3.35,4.04,4.71,5.36,6.00,6.62,7.24,7.85,8.45,9.05,9.64,10.23,10.82,11.40,11.98,,,,
17,1.78,2.78,3.48,4.14,4.79,5.43,6.05,6.67,7.28,7.88,8.48,9.07,9.66,10.25,10.83,11.41,11.99,,,
18,1.22,2.21,2.90,3.57,4.22,4.85,5.47,6.09,6.70,7.30,7.90,8.49,9.08,9.66,10.24,10.82,11.40,11.97,,
19,0.61,1.60,2.27,2.92,3.55,4.17,4.78,5.38,5.97,6.57,7.15,7.74,8.32,8.89,9.47,10.04,10.61,11.18,11.74,
20,0.00,0.79,1.29,1.79,2.29,2.79,3.29,3.79,4.29,4.79,5.29,5.79,6.29,6.79,7.29,7.79,8.29,8.79,9.29,9.79
