i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.54,,,,,,,,,,,,,,,,,,,
2,9.98,10.81,,,,,,,,,,,,,,,,,,
3,9.41,10.24,10.96,,,,,,,,,,,,,,,,,
4,8.85,9.68,10.40,11.08,,,,,,,,,,,,,,,,
5,8.29,9.12,9.83,10.52,11.18,,,,,,,,,,,,,,,
6,7.72,8.55,9.27,9.95,10.61,11.26,,,,,,,,,,,,,,
7,7.16,7.99,8.71,9.39,10.05,10.70,11.33,,,,,,,,,,,,,
8,6.59,7.42,8.14,8.82,9.49,10.13,10.77,11.39,,,,,,,,,,,,
9,6.03,6.86,7.58,8.26,8.92,9.57,10.20,10.83,11.44,,,,,,,,,,,
10,5.47,6.30,7.01,7.70,8.36,9.01,9.64,10.26,10.88,11.49,,,,,,,,,,
11,4.90,5.73,6.45,7.13,7.79,8.44,9.08,9.70,10.32,10.93,11.53,,,,,,,,,
12,4.34,5.17,5.89,6.57,7.23,7.88,8.51,9.14,9.75,10.36,10.96,11.56,,,,,,,,
13,3.77,4.60,5.32,6.00,6.67,7.31,7.95,8.57,9.19,9.80,10.40,11.00,11.59,,,,,,,
14,3.21,4.04,4.76,5.44,6.10,6.75,7.38,8.01,8.62,9.23,9.84,10.43,11.03,11.62,,,,,,
15,2.65,3.48,4.19,4.88,5.54,6.19,6.82,7.44,8.06,8.67,9.27,9.87,10.46,11.05,11.64,,,,,
16,2.08,2.91,3.63,4.31,4.97,5.62,6.26,6.88,7.50,8.11,8.71,9.31,9.90,10.49,11.07,11.66,,,,
17,1.52,2.35,3.06,3.75,4.41,5.06,5.69,6.31,6.93,7.54,8.14,8.74,9.33,9.92,10.51,11.09,11.67,,,
18,0.96,1.78,2.50,3.18,3.83,4.48,5.11,5.73,6.35,6.96,7.56,8.15,8.75,9.33,9.92,10.50,11.08,11.66,,
19,0.41,1.18,1.87,2.53,3.18,3.81,4.42,5.03,5.63,6.23,6.82,7.41,7.99,8.57,9.15,9.72,10.29,10.86,11.43,
20,0.00,0.54,1.04,1.54,2.04,2.54,3.04,3.54,4.04,4.54,5.04,5.54,6.04,6.54,7.04,7.54,8.04,8.54,9.04,9.54
