i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.78,,,,,,,,,,,,,,,,,,,
2,10.21,11.17,,,,,,,,,,,,,,,,,,
3,9.65,10.61,11.31,,,,,,,,,,,,,,,,,
4,9.08,10.05,10.74,11.41,,,,,,,,,,,,,,,,
5,8.52,9.48,10.18,10.85,11.50,,,,,,,,,,,,,,,
6,7.96,8.92,9.62,10.29,10.94,11.58,,,,,,,,,,,,,,
7,7.39,8.35,9.05,9.72,10.37,11.01,11.64,,,,,,,,,,,,,
8,6.83,7.79,8.49,9.16,9.81,10.45,11.07,11.69,,,,,,,,,,,,
9,6.27,7.23,7.92,8.59,9.25,9.88,10.51,11.13,11.74,,,,,,,,,,,
10,5.70,6.66,7.36,8.03,8.68,9.32,9.95,10.56,11.17,11.78,,,,,,,,,,
11,5.14,6.10,6.80,7.47,8.12,8.76,9.38,10.00,10.61,11.22,11.81,,,,,,,,,
12,4.57,5.54,6.23,6.90,7.55,8.19,8.82,9.44,10.05,10.65,11.25,11.84,,,,,,,,
13,4.01,4.97,5.67,6.34,6.99,7.63,8.25,8.87,9.48,10.09,10.69,11.28,11.87,,,,,,,
14,3.45,4.41,5.10,5.77,6.43,7.06,7.69,8.31,8.92,9.52,10.12,10.72,11.31,11.89,,,,,,
15,2.88,3.84,4.54,5.21,5.86,6.50,7.13,7.74,8.36,8.96,9.56,10.15,10.74,11.33,11.91,,,,,
16,2.32,3.28,3.98,4.65,5.30,5.94,6.56,7.18,7.79,8.39,8.99,9.59,10.18,10.76,11.35,11.93,,,,
17,1.75,2.71,3.41,4.08,4.73,5.37,6.00,6.61,7.22,7.83,8.43,9.02,9.61,10.20,10.78,11.36,11.94,,,
18,1.19,2.15,2.84,3.51,4.16,4.79,5.42,6.03,6.64,7.24,7.84,8.43,9.02,9.61,10.19,10.77,11.35,11.92,,
19,0.58,1.54,2.21,2.85,3.49,4.11,4.72,5.32,5.92,6.51,7.10,7.68,8.26,8.84,9.42,9.99,10.56,11.13,11.69,
20,0.00,0.75,1.25,1.75,2.25,2.75,3.25,3.75,4.25,4.75,5.25,5.75,6.25,6.75,7.25,7.75,8.25,8.75,9.25,9.75
