i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.86,,,,,,,,,,,,,,,,,,,
2,10.30,11.42,,,,,,,,,,,,,,,,,,
3,9.74,10.86,11.54,,,,,,,,,,,,,,,,,
4,9.17,10.29,10.98,11.64,,,,,,,,,,,,,,,,
5,8.61,9.73,10.42,11.08,11.72,,,,,,,,,,,,,,,
6,8.04,9.17,9.85,10.52,11.16,11.79,,,,,,,,,,,,,,
7,7.48,8.60,9.29,9.95,10.60,11.23,11.85,,,,,,,,,,,,,
8,6.92,8.04,8.72,9.39,10.03,10.66,11.29,11.90,,,,,,,,,,,,
9,6.35,7.47,8.16,8.82,9.47,10.10,10.72,11.34,11.94,,,,,,,,,,,
10,5.79,6.91,7.60,8.26,8.90,9.54,10.16,10.77,11.38,11.98,,,,,,,,,,
11,5.23,6.35,7.03,7.70,8.34,8.97,9.59,10.21,10.82,11.42,12.01,,,,,,,,,
12,4.66,5.78,6.47,7.13,7.78,8.41,9.03,9.64,10.25,10.85,11.45,12.04,,,,,,,,
13,4.10,5.22,5.90,6.57,7.21,7.84,8.47,9.08,9.69,10.29,10.89,11.48,12.07,,,,,,,
14,3.53,4.65,5.34,6.00,6.65,7.28,7.90,8.52,9.12,9.73,10.32,10.91,11.50,12.09,,,,,,
15,2.97,4.09,4.78,5.44,6.08,6.72,7.34,7.95,8.56,9.16,9.76,10.35,10.94,11.52,12.11,,,,,
16,2.41,3.53,4.21,4.88,5.52,6.15,6.77,7.39,8.00,8.60,9.19,9.79,10.37,10.96,11.54,12.12,,,,
17,1.84,2.96,3.65,4.31,4.95,5.59,6.21,6.82,7.43,8.03,8.63,9.22,9.81,10.39,10.97,11.55,12.13,,,
18,1.28,2.39,3.07,3.73,4.38,5.01,5.63,6.24,6.85,7.45,8.04,8.63,9.22,9.80,10.38,10.96,11.54,12.11,,
19,0.69,1.78,2.44,3.08,3.70,4.32,4.93,5.53,6.12,6.71,7.30,7.88,8.46,9.03,9.61,10.18,10.75,11.31,11.88,
20,0.00,0.91,1.41,1.91,2.41,2.91,3.41,3.91,4.41,4.91,5.41,5.91,6.41,6.91,7.41,7.91,8.41,8.91,9.41,9.91
