i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.80,,,,,,,,,,,,,,,,,,,
2,10.23,11.21,,,,,,,,,,,,,,,,,,
3,9.67,10.65,11.34,,,,,,,,,,,,,,,,,
4,9.10,10.08,10.78,11.45,,,,,,,,,,,,,,,,
5,8.54,9.52,10.21,10.88,11.53,,,,,,,,,,,,,,,
6,7.98,8.96,9.65,10.32,10.97,11.61,,,,,,,,,,,,,,
7,7.41,8.39,9.09,9.76,10.41,11.04,11.67,,,,,,,,,,,,,
8,6.85,7.83,8.52,9.19,9.84,10.48,11.11,11.72,,,,,,,,,,,,
9,6.28,7.26,7.96,8.63,9.28,9.92,10.54,11.16,11.77,,,,,,,,,,,
10,5.72,6.70,7.39,8.06,8.71,9.35,9.98,10.59,11.20,11.81,,,,,,,,,,
11,5.16,6.14,6.83,7.50,8.15,8.79,9.41,10.03,10.64,11.24,11.84,,,,,,,,,
12,4.59,5.57,6.27,6.94,7.59,8.22,8.85,9.47,10.08,10.68,11.28,11.87,,,,,,,,
13,4.03,5.01,5.70,6.37,7.02,7.66,8.29,8.90,9.51,10.12,10.72,11.31,11.90,,,,,,,
14,3.46,4.44,5.14,5.81,6.46,7.10,7.72,8.34,8.95,9.55,10.15,10.75,11.34,11.92,,,,,,
15,2.90,3.88,4.57,5.24,5.90,6.53,7.16,7.78,8.39,8.99,9.59,10.18,10.77,11.36,11.94,,,,,
16,2.34,3.32,4.01,4.68,5.33,5.97,6.59,7.21,7.82,8.42,9.02,9.62,10.21,10.79,11.38,11.96,,,,
17,1.77,2.75,3.45,4.11,4.76,5.40,6.03,6.64,7.25,7.86,8.46,9.05,9.64,10.23,10.81,11.39,11.97,,,
18,1.21,2.18,2.87,3.54,4.19,4.82,5.45,6.06,6.67,7.27,7.87,8.46,9.05,9.64,10.22,10.80,11.38,11.95,,
19,0.60,1.57,2.24,2.89,3.52,4.14,4.75,5.35,5.95,6.54,7.13,7.71,8.29,8.87,9.44,10.02,10.59,11.15,11.72,
20,0.00,0.77,1.27,1.77,2.27,2.77,3.27,3.77,4.27,4.77,5.27,5.77,6.27,6.77,7.27,7.77,8.27,8.77,9.27,9.77
