i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.59,,,,,,,,,,,,,,,,,,,
2,10.03,10.92,,,,,,,,,,,,,,,,,,
3,9.47,10.36,11.06,,,,,,,,,,,,,,,,,
4,8.91,9.79,10.50,11.17,,,,,,,,,,,,,,,,
5,8.35,9.23,9.94,10.61,11.27,,,,,,,,,,,,,,,
6,7.79,8.67,9.38,10.05,10.71,11.35,,,,,,,,,,,,,,
7,7.23,8.11,8.81,9.49,10.15,10.79,11.42,,,,,,,,,,,,,
8,6.67,7.55,8.25,8.93,9.59,10.23,10.86,11.47,,,,,,,,,,,,
9,6.11,6.99,7.69,8.37,9.03,9.67,10.30,10.91,11.53,,,,,,,,,,,
10,5.55,6.43,7.13,7.81,8.47,9.11,9.74,10.35,10.97,11.57,,,,,,,,,,
11,4.99,5.87,6.57,7.25,7.91,8.55,9.17,9.79,10.41,11.01,11.61,,,,,,,,,
12,4.43,5.31,6.01,6.69,7.35,7.99,8.61,9.23,9.85,10.45,11.05,11.65,,,,,,,,
13,3.87,4.75,5.45,6.13,6.79,7.43,8.05,8.67,9.29,9.89,10.49,11.09,11.68,,,,,,,
14,3.31,4.19,4.89,5.57,6.22,6.87,7.49,8.11,8.73,9.33,9.93,10.53,11.12,11.70,,,,,,
15,2.75,3.63,4.33,5.01,5.66,6.31,6.93,7.55,8.17,8.77,9.37,9.97,10.56,11.14,11.73,,,,,
16,2.19,3.07,3.77,4.45,5.10,5.75,6.37,6.99,7.61,8.21,8.81,9.41,10.00,10.58,11.17,11.75,,,,
17,1.63,2.51,3.21,3.89,4.54,5.18,5.81,6.43,7.04,7.65,8.25,8.84,9.43,10.02,10.60,11.18,11.76,,,
18,1.07,1.95,2.65,3.32,3.97,4.61,5.24,5.85,6.46,7.07,7.67,8.26,8.85,9.44,10.02,10.60,11.18,11.75,,
19,0.49,1.35,2.02,2.68,3.31,3.94,4.55,5.16,5.75,6.35,6.94,7.52,8.10,8.68,9.25,9.83,10.40,10.96,11.53,
20,0.00,0.63,1.13,1.63,2.13,2.63,3.13,3.63,4.13,4.63,5.13,5.63,6.13,6.63,7.13,7.63,8.13,8.63,9.13,9.63
