i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.80,,,,,,,,,,,,,,,,,,
2,0.80,1.79,,,,,,,,,,,,,,,,,
3,0.80,1.79,2.86,,,,,,,,,,,,,,,,
4,0.80,1.79,2.86,3.86,,,,,,,,,,,,,,,
5,0.80,1.79,2.86,3.86,4.87,,,,,,,,,,,,,,
6,0.80,1.79,2.86,3.86,4.87,5.89,,,,,,,,,,,,,
7,0.80,1.79,2.86,3.86,4.87,5.89,6.92,,,,,,,,,,,,
8,0.80,1.79,2.86,3.86,4.87,5.89,6.92,7.95,,,,,,,,,,,
9,0.80,1.79,2.86,3.86,4.87,5.89,6.92,7.95,8.99,,,,,,,,,,
10,0.80,1.79,2.86,3.86,4.87,5.89,6.92,7.95,8.99,10.02,,,,,,,,,
11,0.80,1.79,2.86,3.86,4.87,5.89,6.92,7.95,8.99,10.02,11.05,,,,,,,,
12,0.80,1.79,2.86,3.86,4.87,5.89,6.92,7.95,8.99,10.02,11.05,12.08,,,,,,,
13,0.80,1.79,2.86,3.86,4.87,5.89,6.92,7.95,8.99,10.02,11.05,12.08,13.11,,,,,,
14,0.80,1.79,2.86,3.86,4.87,5.89,6.92,7.95,8.99,10.02,11.05,12.08,13.11,14.13,,,,,
15,0.80,1.79,2.86,3.86,4.87,5.89,6.92,7.95,8.99,10.02,11.05,12.08,13.11,14.13,15.16,,,,
16,0.80,1.79,2.86,3.86,4.87,5.89,6.92,7.95,8.98,10.02,11.05,12.08,13.10,14.13,15.16,16.18,,,
17,0.80,1.79,2.86,3.85,4.86,5.88,6.91,7.94,8.97,10.00,11.03,12.06,13.09,14.12,15.14,16.17,17.19,,
18,0.73,1.72,2.78,3.77,4.77,5.79,6.81,7.83,8.86,9.89,10.91,11.94,12.96,13.99,15.01,16.03,17.05,18.07,
19,0.55,1.39,2.29,3.23,4.18,5.16,6.14,7.12,8.11,9.11,10.10,11.10,12.10,13.09,14.09,15.09,16.09,17.09,18.09
