i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.61,,,,,,,,,,,,,,,,,,,
2,10.05,10.91,,,,,,,,,,,,,,,,,,
3,9.48,10.35,11.05,,,,,,,,,,,,,,,,,
4,8.92,9.78,10.49,11.17,,,,,,,,,,,,,,,,
5,8.35,9.22,9.93,10.61,11.26,,,,,,,,,,,,,,,
6,7.79,8.66,9.36,10.04,10.70,11.35,,,,,,,,,,,,,,
7,7.23,8.09,8.80,9.48,10.14,10.78,11.41,,,,,,,,,,,,,
8,6.66,7.53,8.23,8.91,9.57,10.22,10.85,11.47,,,,,,,,,,,,
9,6.10,6.97,7.67,8.35,9.01,9.65,10.29,10.91,11.52,,,,,,,,,,,
10,5.53,6.40,7.11,7.79,8.45,9.09,9.72,10.34,10.96,11.57,,,,,,,,,,
11,4.97,5.84,6.54,7.22,7.88,8.53,9.16,9.78,10.39,11.00,11.60,,,,,,,,,
12,4.41,5.27,5.98,6.66,7.32,7.96,8.59,9.22,9.83,10.44,11.04,11.64,,,,,,,,
13,3.84,4.71,5.41,6.09,6.75,7.40,8.03,8.65,9.27,9.87,10.48,11.07,11.67,,,,,,,
14,3.28,4.15,4.85,5.53,6.19,6.83,7.47,8.09,8.70,9.31,9.91,10.51,11.10,11.69,,,,,,
15,2.71,3.58,4.29,4.97,5.63,6.27,6.90,7.52,8.14,8.75,9.35,9.95,10.54,11.13,11.71,,,,,
16,2.15,3.02,3.72,4.40,5.06,5.71,6.34,6.96,7.57,8.18,8.78,9.38,9.97,10.56,11.15,11.73,,,,
17,1.59,2.45,3.16,3.84,4.50,5.14,5.77,6.39,7.01,7.62,8.22,8.81,9.41,9.99,10.58,11.16,11.74,,,
18,1.03,1.89,2.59,3.26,3.92,4.56,5.19,5.81,6.43,7.03,7.63,8.23,8.82,9.41,9.99,10.57,11.15,11.73,,
19,0.46,1.28,1.96,2.62,3.26,3.89,4.50,5.11,5.71,6.31,6.90,7.48,8.06,8.64,9.22,9.79,10.36,10.93,11.50,
20,0.00,0.59,1.09,1.59,2.09,2.59,3.09,3.59,4.09,4.59,5.09,5.59,6.09,6.59,7.09,7.59,8.09,8.59,9.09,9.59
