i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.25,,,,,,,,,,,,,,,,,,
2,1.25,2.30,,,,,,,,,,,,,,,,,
3,1.25,2.30,3.32,,,,,,,,,,,,,,,,
4,1.25,2.30,3.32,4.36,,,,,,,,,,,,,,,
5,1.25,2.30,3.32,4.36,5.40,,,,,,,,,,,,,,
6,1.25,2.30,3.32,4.36,5.40,6.44,,,,,,,,,,,,,
7,1.25,2.30,3.32,4.36,5.40,6.44,7.48,,,,,,,,,,,,
8,1.25,2.30,3.32,4.36,5.40,6.44,7.48,8.51,,,,,,,,,,,
9,1.25,2.30,3.32,4.36,5.40,6.44,7.48,8.51,9.55,,,,,,,,,,
10,1.25,2.30,3.32,4.36,5.40,6.44,7.48,8.51,9.55,10.58,,,,,,,,,
11,1.25,2.30,3.32,4.36,5.40,6.44,7.48,8.51,9.55,10.58,11.61,,,,,,,,
12,1.25,2.30,3.32,4.36,5.40,6.44,7.48,8.51,9.55,10.58,11.61,12.64,,,,,,,
13,1.25,2.30,3.32,4.36,5.40,6.44,7.48,8.51,9.55,10.58,11.61,12.64,13.66,,,,,,
14,1.25,2.30,3.32,4.36,5.40,6.44,7.48,8.51,9.55,10.58,11.61,12.64,13.66,14.69,,,,,
15,1.25,2.30,3.32,4.36,5.40,6.44,7.48,8.51,9.55,10.58,11.61,12.64,13.66,14.69,15.71,,,,
16,1.25,2.30,3.32,4.36,5.40,6.44,7.47,8.51,9.54,10.57,11.61,12.63,13.66,14.69,15.71,16.74,,,
17,1.25,2.29,3.32,4.35,5.39,6.43,7.46,8.50,9.53,10.56,11.59,12.62,13.65,14.67,15.70,16.72,17.74,,
18,1.18,2.23,3.23,4.26,5.29,6.32,7.36,8.39,9.42,10.44,11.47,12.49,13.52,14.54,15.56,16.58,17.61,18.62,
19,0.81,1.76,2.72,3.69,4.67,5.66,6.65,7.64,8.63,9.63,10.63,11.63,12.62,13.62,14.62,15.62,16.62,17.62,18.62
