i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.80,,,,,,,,,,,,,,,,,,,
2,10.23,11.22,,,,,,,,,,,,,,,,,,
3,9.67,10.66,11.35,,,,,,,,,,,,,,,,,
4,9.11,10.09,10.79,11.46,,,,,,,,,,,,,,,,
5,8.54,9.53,10.23,10.89,11.55,,,,,,,,,,,,,,,
6,7.98,8.97,9.66,10.33,10.98,11.62,,,,,,,,,,,,,,
7,7.41,8.40,9.10,9.77,10.42,11.05,11.68,,,,,,,,,,,,,
8,6.85,7.84,8.53,9.20,9.85,10.49,11.12,11.73,,,,,,,,,,,,
9,6.29,7.28,7.97,8.64,9.29,9.93,10.55,11.17,11.78,,,,,,,,,,,
10,5.72,6.71,7.41,8.08,8.73,9.36,9.99,10.61,11.21,11.82,,,,,,,,,,
11,5.16,6.15,6.84,7.51,8.16,8.80,9.42,10.04,10.65,11.25,11.85,,,,,,,,,
12,4.59,5.58,6.28,6.95,7.60,8.23,8.86,9.48,10.09,10.69,11.29,11.88,,,,,,,,
13,4.03,5.02,5.71,6.38,7.03,7.67,8.30,8.91,9.52,10.13,10.72,11.32,11.91,,,,,,,
14,3.47,4.46,5.15,5.82,6.47,7.11,7.73,8.35,8.96,9.56,10.16,10.75,11.34,11.93,,,,,,
15,2.90,3.89,4.59,5.26,5.91,6.54,7.17,7.79,8.39,9.00,9.60,10.19,10.78,11.37,11.95,,,,,
16,2.34,3.33,4.02,4.69,5.34,5.98,6.60,7.22,7.83,8.43,9.03,9.63,10.22,10.80,11.39,11.97,,,,
17,1.77,2.76,3.46,4.13,4.78,5.41,6.04,6.65,7.26,7.87,8.47,9.06,9.65,10.23,10.82,11.40,11.98,,,
18,1.22,2.19,2.89,3.55,4.20,4.83,5.46,6.07,6.68,7.28,7.88,8.47,9.06,9.65,10.23,10.81,11.38,11.96,,
19,0.60,1.58,2.25,2.90,3.53,4.15,4.76,5.36,5.96,6.55,7.14,7.72,8.30,8.88,9.45,10.02,10.59,11.16,11.73,
20,0.00,0.78,1.28,1.78,2.28,2.78,3.28,3.78,4.28,4.78,5.28,5.78,6.28,6.78,7.28,7.78,8.28,8.78,9.28,9.78
