i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.92,,,,,,,,,,,,,,,,,,
2,0.92,1.94,,,,,,,,,,,,,,,,,
3,0.92,1.94,3.00,,,,,,,,,,,,,,,,
4,0.92,1.94,3.00,4.01,,,,,,,,,,,,,,,
5,0.92,1.94,3.00,4.01,5.03,,,,,,,,,,,,,,
6,0.92,1.94,3.00,4.01,5.03,6.06,,,,,,,,,,,,,
7,0.92,1.94,3.00,4.01,5.03,6.06,7.10,,,,,,,,,,,,
8,0.92,1.94,3.00,4.01,5.03,6.06,7.10,8.13,,,,,,,,,,,
9,0.92,1.94,3.00,4.01,5.03,6.06,7.10,8.13,9.16,,,,,,,,,,
10,0.92,1.94,3.00,4.01,5.03,6.06,7.10,8.13,9.16,10.19,,,,,,,,,
11,0.92,1.94,3.00,4.01,5.03,6.06,7.10,8.13,9.16,10.19,11.23,,,,,,,,
12,0.92,1.94,3.00,4.01,5.03,6.06,7.10,8.13,9.16,10.19,11.23,12.26,,,,,,,
13,0.92,1.94,3.00,4.01,5.03,6.06,7.10,8.13,9.16,10.19,11.23,12.26,13.29,,,,,,
14,0.92,1.94,3.00,4.01,5.03,6.06,7.10,8.13,9.16,10.19,11.23,12.26,13.29,14.31,,,,,
15,0.92,1.94,3.00,4.01,5.03,6.06,7.10,8.13,9.16,10.19,11.23,12.26,13.28,14.31,15.34,,,,
16,0.92,1.94,3.00,4.01,5.03,6.06,7.09,8.13,9.16,10.19,11.22,12.25,13.28,14.31,15.33,16.36,,,
17,0.92,1.94,2.99,4.00,5.02,6.05,7.08,8.12,9.15,10.18,11.21,12.24,13.27,14.29,15.32,16.35,17.37,,
18,0.85,1.86,2.91,3.92,4.93,5.95,6.98,8.01,9.04,10.06,11.09,12.12,13.14,14.17,15.19,16.21,17.23,18.25,
19,0.62,1.49,2.41,3.36,4.33,5.31,6.30,7.28,8.28,9.27,10.27,11.27,12.26,13.26,14.26,15.26,16.26,17.26,18.26
