i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.55,,,,,,,,,,,,,,,,,,,
2,9.99,10.82,,,,,,,,,,,,,,,,,,
3,9.42,10.26,10.97,,,,,,,,,,,,,,,,,
4,8.86,9.69,10.41,11.09,,,,,,,,,,,,,,,,
5,8.30,9.13,9.85,10.53,11.19,,,,,,,,,,,,,,,
6,7.73,8.57,9.28,9.96,10.63,11.27,,,,,,,,,,,,,,
7,7.17,8.00,8.72,9.40,10.06,10.71,11.34,,,,,,,,,,,,,
8,6.60,7.44,8.15,8.84,9.50,10.15,10.78,11.40,,,,,,,,,,,,
9,6.04,6.87,7.59,8.27,8.93,9.58,10.22,10.84,11.46,,,,,,,,,,,
10,5.48,6.31,7.03,7.71,8.37,9.02,9.65,10.28,10.89,11.50,,,,,,,,,,
11,4.91,5.75,6.46,7.14,7.81,8.45,9.09,9.71,10.33,10.94,11.54,,,,,,,,,
12,4.35,5.18,5.90,6.58,7.24,7.89,8.52,9.15,9.76,10.37,10.98,11.57,,,,,,,,
13,3.78,4.62,5.34,6.02,6.68,7.33,7.96,8.58,9.20,9.81,10.41,11.01,11.60,,,,,,,
14,3.22,4.06,4.77,5.45,6.12,6.76,7.40,8.02,8.64,9.24,9.85,10.44,11.04,11.63,,,,,,
15,2.66,3.49,4.21,4.89,5.55,6.20,6.83,7.46,8.07,8.68,9.28,9.88,10.47,11.06,11.65,,,,,
16,2.09,2.93,3.64,4.33,4.99,5.63,6.27,6.89,7.51,8.12,8.72,9.32,9.91,10.50,11.08,11.67,,,,
17,1.53,2.36,3.08,3.76,4.42,5.07,5.70,6.33,6.94,7.55,8.15,8.75,9.34,9.93,10.52,11.10,11.68,,,
18,0.97,1.80,2.51,3.19,3.85,4.49,5.12,5.74,6.36,6.97,7.57,8.16,8.76,9.34,9.93,10.51,11.09,11.67,,
19,0.42,1.20,1.88,2.55,3.19,3.82,4.43,5.04,5.65,6.24,6.83,7.42,8.00,8.58,9.16,9.73,10.30,10.87,11.44,
20,0.00,0.54,1.04,1.54,2.04,2.54,3.04,3.54,4.04,4.54,5.04,5.54,6.04,6.54,7.04,7.54,8.04,8.54,9.04,9.54
