i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.11,,,,,,,,,,,,,,,,,,,
2,9.57,10.41,,,,,,,,,,,,,,,,,,
3,9.03,9.88,10.57,,,,,,,,,,,,,,,,,
4,8.50,9.34,10.03,10.69,,,,,,,,,,,,,,,,
5,7.96,8.80,9.49,10.16,10.80,,,,,,,,,,,,,,,
6,7.42,8.27,8.96,9.62,10.27,10.90,,,,,,,,,,,,,,
7,6.89,7.73,8.42,9.09,9.73,10.36,10.98,,,,,,,,,,,,,
8,6.35,7.19,7.88,8.55,9.19,9.83,10.45,11.06,,,,,,,,,,,,
9,5.81,6.66,7.35,8.01,8.66,9.29,9.91,10.52,11.13,,,,,,,,,,,
10,5.28,6.12,6.81,7.48,8.12,8.75,9.37,9.99,10.59,11.19,,,,,,,,,,
11,4.74,5.58,6.27,6.94,7.59,8.22,8.84,9.45,10.05,10.65,11.25,,,,,,,,,
12,4.21,5.05,5.74,6.40,7.05,7.68,8.30,8.91,9.52,10.12,10.71,11.30,,,,,,,,
13,3.67,4.51,5.20,5.87,6.51,7.14,7.77,8.38,8.98,9.58,10.17,10.76,11.35,,,,,,,
14,3.13,3.98,4.67,5.33,5.98,6.61,7.23,7.84,8.45,9.04,9.64,10.23,10.81,11.39,,,,,,
15,2.60,3.44,4.13,4.79,5.44,6.07,6.69,7.30,7.91,8.51,9.10,9.69,10.27,10.86,11.43,,,,,
16,2.06,2.90,3.59,4.26,4.90,5.54,6.16,6.77,7.37,7.97,8.56,9.15,9.74,10.32,10.90,11.47,,,,
17,1.52,2.37,3.06,3.72,4.37,5.00,5.62,6.23,6.83,7.43,8.03,8.61,9.20,9.78,10.36,10.93,11.51,,,
18,0.99,1.83,2.51,3.18,3.82,4.45,5.07,5.68,6.28,6.88,7.47,8.06,8.64,9.22,9.80,10.38,10.95,11.52,,
19,0.45,1.25,1.93,2.57,3.20,3.82,4.42,5.02,5.61,6.20,6.78,7.36,7.94,8.51,9.08,9.65,10.22,10.78,11.34,
20,0.00,0.59,1.09,1.59,2.09,2.59,3.09,3.59,4.09,4.59,5.09,5.59,6.09,6.59,7.09,7.59,8.09,8.59,9.09,9.59
