i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.67,,,,,,,,,,,,,,,,,,,
2,10.11,11.01,,,,,,,,,,,,,,,,,,
3,9.55,10.45,11.15,,,,,,,,,,,,,,,,,
4,8.98,9.88,10.58,11.26,,,,,,,,,,,,,,,,
5,8.42,9.32,10.02,10.70,11.35,,,,,,,,,,,,,,,
6,7.85,8.75,9.46,10.13,10.79,11.43,,,,,,,,,,,,,,
7,7.29,8.19,8.89,9.57,10.22,10.87,11.50,,,,,,,,,,,,,
8,6.73,7.63,8.33,9.00,9.66,10.30,10.93,11.55,,,,,,,,,,,,
9,6.16,7.06,7.76,8.44,9.10,9.74,10.37,10.99,11.60,,,,,,,,,,,
10,5.60,6.50,7.20,7.88,8.53,9.17,9.80,10.43,11.04,11.64,,,,,,,,,,
11,5.03,5.93,6.64,7.31,7.97,8.61,9.24,9.86,10.47,11.08,11.68,,,,,,,,,
12,4.47,5.37,6.07,6.75,7.40,8.05,8.68,9.30,9.91,10.52,11.12,11.71,,,,,,,,
13,3.91,4.81,5.51,6.18,6.84,7.48,8.11,8.73,9.35,9.95,10.55,11.15,11.74,,,,,,,
14,3.34,4.24,4.94,5.62,6.28,6.92,7.55,8.17,8.78,9.39,9.99,10.58,11.18,11.76,,,,,,
15,2.78,3.68,4.38,5.06,5.71,6.35,6.98,7.61,8.22,8.82,9.43,10.02,10.61,11.20,11.78,,,,,
16,2.21,3.11,3.82,4.49,5.15,5.79,6.42,7.04,7.65,8.26,8.86,9.46,10.05,10.64,11.22,11.80,,,,
17,1.65,2.55,3.25,3.93,4.58,5.22,5.85,6.47,7.09,7.69,8.29,8.89,9.48,10.07,10.65,11.23,11.81,,,
18,1.09,1.98,2.68,3.35,4.01,4.65,5.27,5.89,6.50,7.11,7.71,8.30,8.89,9.48,10.06,10.64,11.22,11.80,,
19,0.50,1.37,2.05,2.71,3.34,3.97,4.58,5.19,5.79,6.38,6.97,7.56,8.14,8.72,9.29,9.86,10.43,11.00,11.57,
20,0.00,0.65,1.15,1.65,2.15,2.65,3.15,3.65,4.15,4.65,5.15,5.65,6.15,6.65,7.15,7.65,8.15,8.65,9.15,9.65
