i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.86,,,,,,,,,,,,,,,,,,,
2,10.30,11.42,,,,,,,,,,,,,,,,,,
3,9.74,10.85,11.54,,,,,,,,,,,,,,,,,
4,9.17,10.29,10.98,11.64,,,,,,,,,,,,,,,,
5,8.61,9.73,10.41,11.08,11.72,,,,,,,,,,,,,,,
6,8.04,9.16,9.85,10.51,11.16,11.79,,,,,,,,,,,,,,
7,7.48,8.60,9.29,9.95,10.59,11.23,11.85,,,,,,,,,,,,,
8,6.92,8.03,8.72,9.38,10.03,10.66,11.28,11.90,,,,,,,,,,,,
9,6.35,7.47,8.16,8.82,9.47,10.10,10.72,11.33,11.94,,,,,,,,,,,
10,5.79,6.91,7.59,8.26,8.90,9.53,10.16,10.77,11.38,11.98,,,,,,,,,,
11,5.22,6.34,7.03,7.69,8.34,8.97,9.59,10.21,10.81,11.41,12.01,,,,,,,,,
12,4.66,5.78,6.47,7.13,7.77,8.41,9.03,9.64,10.25,10.85,11.45,12.04,,,,,,,,
13,4.10,5.21,5.90,6.56,7.21,7.84,8.46,9.08,9.69,10.29,10.88,11.48,12.06,,,,,,,
14,3.53,4.65,5.34,6.00,6.65,7.28,7.90,8.51,9.12,9.72,10.32,10.91,11.50,12.09,,,,,,
15,2.97,4.09,4.77,5.44,6.08,6.71,7.34,7.95,8.56,9.16,9.76,10.35,10.94,11.52,12.10,,,,,
16,2.40,3.52,4.21,4.87,5.52,6.15,6.77,7.39,7.99,8.59,9.19,9.78,10.37,10.96,11.54,12.12,,,,
17,1.84,2.96,3.64,4.31,4.95,5.58,6.21,6.82,7.43,8.03,8.62,9.22,9.80,10.39,10.97,11.55,12.13,,,
18,1.28,2.39,3.07,3.73,4.37,5.00,5.62,6.24,6.84,7.44,8.04,8.63,9.22,9.80,10.38,10.96,11.54,12.11,,
19,0.69,1.78,2.44,3.07,3.70,4.32,4.92,5.52,6.12,6.71,7.29,7.88,8.45,9.03,9.60,10.17,10.74,11.31,11.88,
20,0.00,0.90,1.40,1.90,2.40,2.90,3.40,3.90,4.40,4.90,5.40,5.90,6.40,6.90,7.40,7.90,8.40,8.90,9.40,9.90
