i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.81,,,,,,,,,,,,,,,,,,
2,0.81,1.81,,,,,,,,,,,,,,,,,
3,0.81,1.81,2.88,,,,,,,,,,,,,,,,
4,0.81,1.81,2.88,3.88,,,,,,,,,,,,,,,
5,0.81,1.81,2.88,3.88,4.89,,,,,,,,,,,,,,
6,0.81,1.81,2.88,3.88,4.89,5.91,,,,,,,,,,,,,
7,0.81,1.81,2.88,3.88,4.89,5.91,6.94,,,,,,,,,,,,
8,0.81,1.81,2.88,3.88,4.89,5.91,6.94,7.97,,,,,,,,,,,
9,0.81,1.81,2.88,3.88,4.89,5.91,6.94,7.97,9.01,,,,,,,,,,
10,0.81,1.81,2.88,3.88,4.89,5.91,6.94,7.97,9.01,10.04,,,,,,,,,
11,0.81,1.81,2.88,3.88,4.89,5.91,6.94,7.97,9.01,10.04,11.07,,,,,,,,
12,0.81,1.81,2.88,3.88,4.89,5.91,6.94,7.97,9.01,10.04,11.07,12.10,,,,,,,
13,0.81,1.81,2.88,3.88,4.89,5.91,6.94,7.97,9.01,10.04,11.07,12.10,13.13,,,,,,
14,0.81,1.81,2.88,3.88,4.89,5.91,6.94,7.97,9.01,10.04,11.07,12.10,13.13,14.16,,,,,
15,0.81,1.81,2.88,3.88,4.89,5.91,6.94,7.97,9.01,10.04,11.07,12.10,13.13,14.16,15.18,,,,
16,0.81,1.81,2.88,3.88,4.89,5.91,6.94,7.97,9.00,10.04,11.07,12.10,13.13,14.15,15.18,16.20,,,
17,0.81,1.81,2.87,3.87,4.88,5.90,6.93,7.96,8.99,10.02,11.05,12.08,13.11,14.14,15.17,16.19,17.21,,
18,0.74,1.74,2.80,3.79,4.79,5.81,6.83,7.85,8.88,9.91,10.93,11.96,12.99,14.01,15.03,16.06,17.08,18.10,
19,0.56,1.40,2.31,3.24,4.20,5.18,6.16,7.14,8.13,9.13,10.12,11.12,12.12,13.12,14.11,15.11,16.11,17.11,18.11
