i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.20,,,,,,,,,,,,,,,,,,
2,1.20,2.26,,,,,,,,,,,,,,,,,
3,1.20,2.26,3.28,,,,,,,,,,,,,,,,
4,1.20,2.26,3.28,4.32,,,,,,,,,,,,,,,
5,1.20,2.26,3.28,4.32,5.36,,,,,,,,,,,,,,
6,1.20,2.26,3.28,4.32,5.36,6.39,,,,,,,,,,,,,
7,1.20,2.26,3.28,4.32,5.36,6.39,7.43,,,,,,,,,,,,
8,1.20,2.26,3.28,4.32,5.36,6.39,7.43,8.46,,,,,,,,,,,
9,1.20,2.26,3.28,4.32,5.36,6.39,7.43,8.46,9.50,,,,,,,,,,
10,1.20,2.26,3.28,4.32,5.36,6.39,7.43,8.46,9.50,10.53,,,,,,,,,
11,1.20,2.26,3.28,4.32,5.36,6.39,7.43,8.46,9.50,10.53,11.56,,,,,,,,
12,1.20,2.26,3.28,4.32,5.36,6.39,7.43,8.46,9.50,10.53,11.56,12.59,,,,,,,
13,1.20,2.26,3.28,4.32,5.36,6.39,7.43,8.46,9.50,10.53,11.56,12.59,13.62,,,,,,
14,1.20,2.26,3.28,4.32,5.36,6.39,7.43,8.46,9.50,10.53,11.56,12.59,13.62,14.64,,,,,
15,1.20,2.26,3.28,4.32,5.36,6.39,7.43,8.46,9.50,10.53,11.56,12.59,13.62,14.64,15.66,,,,
16,1.20,2.26,3.27,4.32,5.36,6.39,7.42,8.46,9.49,10.53,11.55,12.59,13.62,14.64,15.66,16.68,,,
17,1.20,2.25,3.27,4.30,5.34,6.38,7.42,8.45,9.48,10.52,11.54,12.57,13.61,14.62,15.65,16.68,17.70,,
18,1.14,2.19,3.19,4.21,5.25,6.28,7.31,8.34,9.37,10.39,11.43,12.45,13.47,14.49,15.52,16.54,17.55,18.57,
19,0.78,1.72,2.67,3.65,4.62,5.62,6.61,7.59,8.59,9.59,10.59,11.57,12.57,13.57,14.57,15.57,16.57,17.57,18.57
