i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.57,,,,,,,,,,,,,,,,,,,
2,10.02,11.09,,,,,,,,,,,,,,,,,,
3,9.47,10.54,11.22,,,,,,,,,,,,,,,,,
4,8.92,9.99,10.67,11.33,,,,,,,,,,,,,,,,
5,8.37,9.44,10.12,10.78,11.42,,,,,,,,,,,,,,,
6,7.82,8.89,9.57,10.23,10.87,11.50,,,,,,,,,,,,,,
7,7.27,8.34,9.02,9.68,10.32,10.95,11.57,,,,,,,,,,,,,
8,6.72,7.79,8.47,9.13,9.77,10.40,11.02,11.63,,,,,,,,,,,,
9,6.17,7.24,7.92,8.58,9.22,9.85,10.47,11.08,11.68,,,,,,,,,,,
10,5.62,6.69,7.37,8.03,8.67,9.30,9.92,10.53,11.13,11.73,,,,,,,,,,
11,5.07,6.14,6.82,7.48,8.12,8.75,9.37,9.98,10.58,11.18,11.77,,,,,,,,,
12,4.52,5.59,6.27,6.93,7.57,8.20,8.82,9.43,10.03,10.63,11.22,11.81,,,,,,,,
13,3.97,5.04,5.72,6.38,7.02,7.65,8.27,8.88,9.48,10.08,10.67,11.26,11.85,,,,,,,
14,3.42,4.49,5.17,5.83,6.47,7.10,7.72,8.33,8.93,9.53,10.12,10.71,11.29,11.88,,,,,,
15,2.87,3.94,4.62,5.28,5.92,6.55,7.17,7.78,8.38,8.98,9.57,10.16,10.74,11.33,11.91,,,,,
16,2.32,3.39,4.07,4.73,5.37,6.00,6.62,7.23,7.83,8.43,9.02,9.61,10.19,10.78,11.36,11.93,,,,
17,1.76,2.84,3.52,4.18,4.82,5.45,6.06,6.67,7.28,7.87,8.47,9.06,9.64,10.22,10.80,11.38,11.95,,,
18,1.22,2.28,2.96,3.62,4.26,4.88,5.50,6.11,6.71,7.31,7.90,8.49,9.07,9.65,10.23,10.80,11.38,11.95,,
19,0.65,1.69,2.35,2.98,3.60,4.22,4.82,5.42,6.01,6.60,7.18,7.76,8.33,8.91,9.48,10.05,10.61,11.18,11.74,
20,0.00,0.86,1.36,1.86,2.36,2.86,3.36,3.86,4.36,4.86,5.36,5.86,6.36,6.86,7.36,7.86,8.36,8.86,9.36,9.86
