i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.78,,,,,,,,,,,,,,,,,,,
2,10.22,11.19,,,,,,,,,,,,,,,,,,
3,9.66,10.62,11.32,,,,,,,,,,,,,,,,,
4,9.09,10.06,10.76,11.43,,,,,,,,,,,,,,,,
5,8.53,9.49,10.19,10.86,11.51,,,,,,,,,,,,,,,
6,7.96,8.93,9.63,10.30,10.95,11.59,,,,,,,,,,,,,,
7,7.40,8.37,9.06,9.73,10.38,11.02,11.65,,,,,,,,,,,,,
8,6.84,7.80,8.50,9.17,9.82,10.46,11.08,11.70,,,,,,,,,,,,
9,6.27,7.24,7.94,8.61,9.26,9.89,10.52,11.14,11.75,,,,,,,,,,,
10,5.71,6.68,7.37,8.04,8.69,9.33,9.96,10.57,11.18,11.79,,,,,,,,,,
11,5.14,6.11,6.81,7.48,8.13,8.77,9.39,10.01,10.62,11.22,11.82,,,,,,,,,
12,4.58,5.55,6.24,6.91,7.57,8.20,8.83,9.45,10.06,10.66,11.26,11.85,,,,,,,,
13,4.02,4.98,5.68,6.35,7.00,7.64,8.27,8.88,9.49,10.10,10.70,11.29,11.88,,,,,,,
14,3.45,4.42,5.12,5.79,6.44,7.07,7.70,8.32,8.93,9.53,10.13,10.73,11.32,11.90,,,,,,
15,2.89,3.86,4.55,5.22,5.87,6.51,7.14,7.75,8.37,8.97,9.57,10.16,10.75,11.34,11.92,,,,,
16,2.32,3.29,3.99,4.66,5.31,5.95,6.57,7.19,7.80,8.40,9.00,9.60,10.19,10.77,11.36,11.94,,,,
17,1.76,2.73,3.42,4.09,4.74,5.38,6.01,6.62,7.23,7.84,8.44,9.03,9.62,10.21,10.79,11.37,11.95,,,
18,1.20,2.16,2.85,3.52,4.17,4.80,5.43,6.04,6.65,7.25,7.85,8.44,9.03,9.62,10.20,10.78,11.36,11.93,,
19,0.59,1.55,2.22,2.87,3.50,4.12,4.73,5.33,5.93,6.52,7.11,7.69,8.27,8.85,9.43,10.00,10.57,11.13,11.70,
20,0.00,0.75,1.25,1.75,2.25,2.75,3.25,3.75,4.25,4.75,5.25,5.75,6.25,6.75,7.25,7.75,8.25,8.75,9.25,9.75
